,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
1177,1177,10,11,50,38,Thrusday,12,0.658
1178,1178,10,13,130,101,Thrusday,12,0.644
1179,1179,11,12,90,68,Thrusday,12,0.662
1180,1180,0,1,60,58,Thrusday,14,0.517
1181,1181,0,2,140,106,Thrusday,14,0.660
1182,1182,0,3,60,42,Thrusday,14,0.714
1183,1183,1,2,70,62,Thrusday,14,0.565
1184,1184,1,7,130,95,Thrusday,14,0.684
1185,1185,2,5,70,68,Thrusday,14,0.515
1186,1186,3,4,70,60,Thrusday,14,0.583
1187,1187,3,10,80,58,Thrusday,14,0.690
1188,1188,4,5,90,88,Thrusday,14,0.511
1189,1189,4,6,90,72,Thrusday,14,0.625
1190,1190,5,8,110,86,Thrusday,14,0.640
1191,1191,5,12,140,104,Thrusday,14,0.673
1192,1192,6,7,50,39,Thrusday,14,0.641
1193,1193,7,9,100,82,Thrusday,14,0.610
1194,1194,8,9,90,74,Thrusday,14,0.608
1195,1195,9,11,70,61,Thrusday,14,0.574
1196,1196,9,13,80,59,Thrusday,14,0.678
1197,1197,10,11,70,67,Thrusday,14,0.522
1198,1198,10,13,110,109,Thrusday,14,0.505
1199,1199,11,12,100,97,Thrusday,14,0.515
1200,1200,0,1,140,108,Thrusday,16,0.648
1201,1201,0,2,100,79,Thrusday,16,0.633
1202,1202,0,3,100,73,Thrusday,16,0.685
1203,1203,1,2,90,88,Thrusday,16,0.511
1204,1204,1,7,70,65,Thrusday,16,0.538
1205,1205,2,5,60,50,Thrusday,16,0.600
1206,1206,3,4,60,48,Thrusday,16,0.625
1207,1207,3,10,80,79,Thrusday,16,0.506
1208,1208,4,5,100,77,Thrusday,16,0.649
1209,1209,4,6,70,66,Thrusday,16,0.530
1210,1210,5,8,50,36,Thrusday,16,0.694
1211,1211,5,12,140,121,Thrusday,16,0.579
1212,1212,6,7,60,44,Thrusday,16,0.682
1213,1213,7,9,50,35,Thrusday,16,0.714
1214,1214,8,9,120,119,Thrusday,16,0.504
1215,1215,9,11,120,97,Thrusday,16,0.619
1216,1216,9,13,80,68,Thrusday,16,0.588
1217,1217,10,11,130,101,Thrusday,16,0.644
1218,1218,10,13,60,42,Thrusday,16,0.714
1219,1219,11,12,90,81,Thrusday,16,0.556
1220,1220,0,1,140,112,Thrusday,18,0.625
1221,1221,0,2,50,39,Thrusday,18,0.641
1222,1222,0,3,80,57,Thrusday,18,0.702
1223,1223,1,2,110,102,Thrusday,18,0.539
1224,1224,1,7,50,44,Thrusday,18,0.568
1225,1225,2,5,100,72,Thrusday,18,0.694
1226,1226,3,4,120,115,Thrusday,18,0.522
1227,1227,3,10,50,37,Thrusday,18,0.676
1228,1228,4,5,60,45,Thrusday,18,0.667
1229,1229,4,6,80,62,Thrusday,18,0.645
1230,1230,5,8,90,67,Thrusday,18,0.672
1231,1231,5,12,110,108,Thrusday,18,0.509
1232,1232,6,7,80,73,Thrusday,18,0.548
1233,1233,7,9,140,129,Thrusday,18,0.543
1234,1234,8,9,120,115,Thrusday,18,0.522
1235,1235,9,11,60,46,Thrusday,18,0.652
1236,1236,9,13,90,66,Thrusday,18,0.682
1237,1237,10,11,140,100,Thrusday,18,0.700
1238,1238,10,13,80,72,Thrusday,18,0.556
1239,1239,11,12,120,111,Thrusday,18,0.541
1240,1240,0,1,80,55,Thrusday,20,0.727
1241,1241,0,2,100,75,Thrusday,20,0.667
1242,1242,0,3,130,68,Thrusday,20,0.956
1243,1243,1,2,80,59,Thrusday,20,0.678
1244,1244,1,7,110,70,Thrusday,20,0.786
1245,1245,2,5,90,55,Thrusday,20,0.818
1246,1246,3,4,120,71,Thrusday,20,0.845
1247,1247,3,10,100,66,Thrusday,20,0.758
1248,1248,4,5,90,62,Thrusday,20,0.726
1249,1249,4,6,70,44,Thrusday,20,0.795
1250,1250,5,8,110,64,Thrusday,20,0.859
1251,1251,5,12,120,81,Thrusday,20,0.741
1252,1252,6,7,90,47,Thrusday,20,0.957
1253,1253,7,9,50,38,Thrusday,20,0.658
1254,1254,8,9,70,49,Thrusday,20,0.714
1255,1255,9,11,90,49,Thrusday,20,0.918
1256,1256,9,13,60,43,Thrusday,20,0.698
1257,1257,10,11,70,46,Thrusday,20,0.761
1258,1258,10,13,110,78,Thrusday,20,0.705
1259,1259,11,12,110,77,Thrusday,20,0.714
1260,1260,0,1,140,76,Thrusday,22,0.921
1261,1261,0,2,110,71,Thrusday,22,0.775
1262,1262,0,3,60,32,Thrusday,22,0.938
1263,1263,1,2,100,72,Thrusday,22,0.694
1264,1264,1,7,130,102,Thrusday,22,0.637
1265,1265,2,5,140,98,Thrusday,22,0.714
1266,1266,3,4,130,99,Thrusday,22,0.657
1267,1267,3,10,90,62,Thrusday,22,0.726
1268,1268,4,5,70,55,Thrusday,22,0.636
1269,1269,4,6,120,68,Thrusday,22,0.882
1270,1270,5,8,80,54,Thrusday,22,0.741
1271,1271,5,12,50,27,Thrusday,22,0.926
1272,1272,6,7,70,36,Thrusday,22,0.972
1273,1273,7,9,140,106,Thrusday,22,0.660
1274,1274,8,9,70,47,Thrusday,22,0.745
1275,1275,9,11,100,76,Thrusday,22,0.658
1276,1276,9,13,110,86,Thrusday,22,0.640
1277,1277,10,11,50,29,Thrusday,22,0.862
1278,1278,10,13,130,87,Thrusday,22,0.747
1279,1279,11,12,100,55,Thrusday,22,0.909
1280,1280,0,1,90,50,Thrusday,24,0.900
1281,1281,0,2,50,33,Thrusday,24,0.758
1282,1282,0,3,100,50,Thrusday,24,1.000
1283,1283,1,2,50,26,Thrusday,24,0.962
1284,1284,1,7,50,28,Thrusday,24,0.893
1285,1285,2,5,100,60,Thrusday,24,0.833
1286,1286,3,4,140,85,Thrusday,24,0.824
1287,1287,3,10,90,66,Thrusday,24,0.682
1288,1288,4,5,50,28,Thrusday,24,0.893
1289,1289,4,6,130,78,Thrusday,24,0.833
1290,1290,5,8,130,85,Thrusday,24,0.765
1291,1291,5,12,70,55,Thrusday,24,0.636
1292,1292,6,7,100,69,Thrusday,24,0.725
1293,1293,7,9,70,41,Thrusday,24,0.854
1294,1294,8,9,110,75,Thrusday,24,0.733
1295,1295,9,11,90,46,Thrusday,24,0.978
1296,1296,9,13,130,91,Thrusday,24,0.714
1297,1297,10,11,70,55,Thrusday,24,0.636
1298,1298,10,13,90,71,Thrusday,24,0.634
1299,1299,11,12,100,60,Thrusday,24,0.833
1300,1300,0,1,130,70,Friday,0,0.929
1301,1301,0,2,110,64,Friday,0,0.859
1302,1302,0,3,70,46,Friday,0,0.761
1303,1303,1,2,70,37,Friday,0,0.946
1304,1304,1,7,100,63,Friday,0,0.794
1305,1305,2,5,140,84,Friday,0,0.833
1306,1306,3,4,140,93,Friday,0,0.753
1307,1307,3,10,50,33,Friday,0,0.758
1308,1308,4,5,110,67,Friday,0,0.821
1309,1309,4,6,80,55,Friday,0,0.727
1310,1310,5,8,100,52,Friday,0,0.962
1311,1311,5,12,110,82,Friday,0,0.671
1312,1312,6,7,110,74,Friday,0,0.743
1313,1313,7,9,60,36,Friday,0,0.833
1314,1314,8,9,50,29,Friday,0,0.862
1315,1315,9,11,80,63,Friday,0,0.635
1316,1316,9,13,100,52,Friday,0,0.962
1317,1317,10,11,120,60,Friday,0,1.000
1318,1318,10,13,140,90,Friday,0,0.778
1319,1319,11,12,90,70,Friday,0,0.643
1320,1320,0,1,60,31,Friday,2,0.968
1321,1321,0,2,70,42,Friday,2,0.833
1322,1322,0,3,120,74,Friday,2,0.811
1323,1323,1,2,70,37,Friday,2,0.946
1324,1324,1,7,50,29,Friday,2,0.862
1325,1325,2,5,90,53,Friday,2,0.849
1326,1326,3,4,140,73,Friday,2,0.959
1327,1327,3,10,130,76,Friday,2,0.855
1328,1328,4,5,120,67,Friday,2,0.896
1329,1329,4,6,110,62,Friday,2,0.887
1330,1330,5,8,140,110,Friday,2,0.636
1331,1331,5,12,120,68,Friday,2,0.882
1332,1332,6,7,80,60,Friday,2,0.667
1333,1333,7,9,60,36,Friday,2,0.833
1334,1334,8,9,90,50,Friday,2,0.900
1335,1335,9,11,80,45,Friday,2,0.889
1336,1336,9,13,80,57,Friday,2,0.702
1337,1337,10,11,90,63,Friday,2,0.714
1338,1338,10,13,140,91,Friday,2,0.769
1339,1339,11,12,140,102,Friday,2,0.686
1340,1340,0,1,90,53,Friday,4,0.849
1341,1341,0,2,70,51,Friday,4,0.686
1342,1342,0,3,120,71,Friday,4,0.845
1343,1343,1,2,60,36,Friday,4,0.833
1344,1344,1,7,130,67,Friday,4,0.970
1345,1345,2,5,130,82,Friday,4,0.793
1346,1346,3,4,130,88,Friday,4,0.739
1347,1347,3,10,100,54,Friday,4,0.926
1348,1348,4,5,130,101,Friday,4,0.644
1349,1349,4,6,70,45,Friday,4,0.778
1350,1350,5,8,70,47,Friday,4,0.745
1351,1351,5,12,60,41,Friday,4,0.732
1352,1352,6,7,50,33,Friday,4,0.758
1353,1353,7,9,130,89,Friday,4,0.730
1354,1354,8,9,100,71,Friday,4,0.704
1355,1355,9,11,120,68,Friday,4,0.882
1356,1356,9,13,100,57,Friday,4,0.877
1357,1357,10,11,90,56,Friday,4,0.804
1358,1358,10,13,140,95,Friday,4,0.737
1359,1359,11,12,120,61,Friday,4,0.984
1360,1360,0,1,100,74,Friday,6,0.676
1361,1361,0,2,140,93,Friday,6,0.753
1362,1362,0,3,70,52,Friday,6,0.673
1363,1363,1,2,70,37,Friday,6,0.946
1364,1364,1,7,120,91,Friday,6,0.659
1365,1365,2,5,60,33,Friday,6,0.909
1366,1366,3,4,140,83,Friday,6,0.843
1367,1367,3,10,80,56,Friday,6,0.714
1368,1368,4,5,140,76,Friday,6,0.921
1369,1369,4,6,90,56,Friday,6,0.804
1370,1370,5,8,140,85,Friday,6,0.824
1371,1371,5,12,90,59,Friday,6,0.763
1372,1372,6,7,140,85,Friday,6,0.824
1373,1373,7,9,100,54,Friday,6,0.926
1374,1374,8,9,130,65,Friday,6,1.000
1375,1375,9,11,120,93,Friday,6,0.645
1376,1376,9,13,140,80,Friday,6,0.875
1377,1377,10,11,90,62,Friday,6,0.726
1378,1378,10,13,80,46,Friday,6,0.870
1379,1379,11,12,60,42,Friday,6,0.714
1380,1380,0,1,60,38,Friday,8,0.789
1381,1381,0,2,100,67,Friday,8,0.746
1382,1382,0,3,70,40,Friday,8,0.875
1383,1383,1,2,90,71,Friday,8,0.634
1384,1384,1,7,110,68,Friday,8,0.809
1385,1385,2,5,110,77,Friday,8,0.714
1386,1386,3,4,120,94,Friday,8,0.638
1387,1387,3,10,90,51,Friday,8,0.882
1388,1388,4,5,90,67,Friday,8,0.672
1389,1389,4,6,140,87,Friday,8,0.805
1390,1390,5,8,110,65,Friday,8,0.846
1391,1391,5,12,60,40,Friday,8,0.750
1392,1392,6,7,140,79,Friday,8,0.886
1393,1393,7,9,80,52,Friday,8,0.769
1394,1394,8,9,130,83,Friday,8,0.783
1395,1395,9,11,130,102,Friday,8,0.637
1396,1396,9,13,60,30,Friday,8,1.000
1397,1397,10,11,130,78,Friday,8,0.833
1398,1398,10,13,50,33,Friday,8,0.758
1399,1399,11,12,120,86,Friday,8,0.698
1400,1400,0,1,90,78,Friday,10,0.577
1401,1401,0,2,100,96,Friday,10,0.521
1402,1402,0,3,80,77,Friday,10,0.519
1403,1403,1,2,100,95,Friday,10,0.526
1404,1404,1,7,90,69,Friday,10,0.652
1405,1405,2,5,120,101,Friday,10,0.594
1406,1406,3,4,80,70,Friday,10,0.571
1407,1407,3,10,90,75,Friday,10,0.600
1408,1408,4,5,120,102,Friday,10,0.588
1409,1409,4,6,80,58,Friday,10,0.690
1410,1410,5,8,120,92,Friday,10,0.652
1411,1411,5,12,100,88,Friday,10,0.568
1412,1412,6,7,70,59,Friday,10,0.593
1413,1413,7,9,130,115,Friday,10,0.565
1414,1414,8,9,70,49,Friday,10,0.714
1415,1415,9,11,130,106,Friday,10,0.613
1416,1416,9,13,70,49,Friday,10,0.714
1417,1417,10,11,100,78,Friday,10,0.641
1418,1418,10,13,110,105,Friday,10,0.524
1419,1419,11,12,50,44,Friday,10,0.568
1420,1420,0,1,110,107,Friday,12,0.514
1421,1421,0,2,70,63,Friday,12,0.556
1422,1422,0,3,100,94,Friday,12,0.532
1423,1423,1,2,130,99,Friday,12,0.657
1424,1424,1,7,60,42,Friday,12,0.714
1425,1425,2,5,80,66,Friday,12,0.606
1426,1426,3,4,120,84,Friday,12,0.714
1427,1427,3,10,130,98,Friday,12,0.663
1428,1428,4,5,70,52,Friday,12,0.673
1429,1429,4,6,80,65,Friday,12,0.615
1430,1430,5,8,110,95,Friday,12,0.579
1431,1431,5,12,140,118,Friday,12,0.593
1432,1432,6,7,120,112,Friday,12,0.536
1433,1433,7,9,60,43,Friday,12,0.698
1434,1434,8,9,80,74,Friday,12,0.541
1435,1435,9,11,120,92,Friday,12,0.652
1436,1436,9,13,80,79,Friday,12,0.506
1437,1437,10,11,110,100,Friday,12,0.550
1438,1438,10,13,70,54,Friday,12,0.648
1439,1439,11,12,120,93,Friday,12,0.645
1440,1440,0,1,130,117,Friday,14,0.556
1441,1441,0,2,50,40,Friday,14,0.625
1442,1442,0,3,50,40,Friday,14,0.625
1443,1443,1,2,110,103,Friday,14,0.534
1444,1444,1,7,120,111,Friday,14,0.541
1445,1445,2,5,90,79,Friday,14,0.570
1446,1446,3,4,130,100,Friday,14,0.650
1447,1447,3,10,140,111,Friday,14,0.631
1448,1448,4,5,100,90,Friday,14,0.556
1449,1449,4,6,70,63,Friday,14,0.556
1450,1450,5,8,140,113,Friday,14,0.619
1451,1451,5,12,70,53,Friday,14,0.660
1452,1452,6,7,90,66,Friday,14,0.682
1453,1453,7,9,140,105,Friday,14,0.667
1454,1454,8,9,90,74,Friday,14,0.608
1455,1455,9,11,50,49,Friday,14,0.510
1456,1456,9,13,50,45,Friday,14,0.556
1457,1457,10,11,90,88,Friday,14,0.511
1458,1458,10,13,130,95,Friday,14,0.684
1459,1459,11,12,90,77,Friday,14,0.584
1460,1460,0,1,70,51,Friday,16,0.686
1461,1461,0,2,110,86,Friday,16,0.640
1462,1462,0,3,90,77,Friday,16,0.584
1463,1463,1,2,80,64,Friday,16,0.625
1464,1464,1,7,80,70,Friday,16,0.571
1465,1465,2,5,130,109,Friday,16,0.596
1466,1466,3,4,80,77,Friday,16,0.519
1467,1467,3,10,130,122,Friday,16,0.533
1468,1468,4,5,70,53,Friday,16,0.660
1469,1469,4,6,120,111,Friday,16,0.541
1470,1470,5,8,140,133,Friday,16,0.526
1471,1471,5,12,60,48,Friday,16,0.625
1472,1472,6,7,70,55,Friday,16,0.636
1473,1473,7,9,90,82,Friday,16,0.549
1474,1474,8,9,130,106,Friday,16,0.613
1475,1475,9,11,140,101,Friday,16,0.693
1476,1476,9,13,110,97,Friday,16,0.567
1477,1477,10,11,110,82,Friday,16,0.671
1478,1478,10,13,120,105,Friday,16,0.571
1479,1479,11,12,50,39,Friday,16,0.641
1480,1480,0,1,70,66,Friday,18,0.530
1481,1481,0,2,130,118,Friday,18,0.551
1482,1482,0,3,90,65,Friday,18,0.692
1483,1483,1,2,80,64,Friday,18,0.625
1484,1484,1,7,130,120,Friday,18,0.542
1485,1485,2,5,80,64,Friday,18,0.625
1486,1486,3,4,100,94,Friday,18,0.532
1487,1487,3,10,80,66,Friday,18,0.606
1488,1488,4,5,70,61,Friday,18,0.574
1489,1489,4,6,100,70,Friday,18,0.714
1490,1490,5,8,120,98,Friday,18,0.612
1491,1491,5,12,110,101,Friday,18,0.545
1492,1492,6,7,100,79,Friday,18,0.633
1493,1493,7,9,140,116,Friday,18,0.603
1494,1494,8,9,50,48,Friday,18,0.521
1495,1495,9,11,50,39,Friday,18,0.641
1496,1496,9,13,110,102,Friday,18,0.539
1497,1497,10,11,50,37,Friday,18,0.676
1498,1498,10,13,60,46,Friday,18,0.652
1499,1499,11,12,140,101,Friday,18,0.693
1500,1500,0,1,110,63,Friday,20,0.873
1501,1501,0,2,100,76,Friday,20,0.658
1502,1502,0,3,130,73,Friday,20,0.890
1503,1503,1,2,100,67,Friday,20,0.746
1504,1504,1,7,100,56,Friday,20,0.893
1505,1505,2,5,90,59,Friday,20,0.763
1506,1506,3,4,110,60,Friday,20,0.917
1507,1507,3,10,60,36,Friday,20,0.833
1508,1508,4,5,90,51,Friday,20,0.882
1509,1509,4,6,60,39,Friday,20,0.769
1510,1510,5,8,70,37,Friday,20,0.946
1511,1511,5,12,110,81,Friday,20,0.679
1512,1512,6,7,120,79,Friday,20,0.759
1513,1513,7,9,80,41,Friday,20,0.976
1514,1514,8,9,120,92,Friday,20,0.652
1515,1515,9,11,110,56,Friday,20,0.982
1516,1516,9,13,110,86,Friday,20,0.640
1517,1517,10,11,110,85,Friday,20,0.647
1518,1518,10,13,120,68,Friday,20,0.882
1519,1519,11,12,90,48,Friday,20,0.938
1520,1520,0,1,90,53,Friday,22,0.849
1521,1521,0,2,140,79,Friday,22,0.886
1522,1522,0,3,80,46,Friday,22,0.870
1523,1523,1,2,140,99,Friday,22,0.707
1524,1524,1,7,100,73,Friday,22,0.685
1525,1525,2,5,140,98,Friday,22,0.714
1526,1526,3,4,100,62,Friday,22,0.806
1527,1527,3,10,110,75,Friday,22,0.733
1528,1528,4,5,80,59,Friday,22,0.678
1529,1529,4,6,80,59,Friday,22,0.678
1530,1530,5,8,70,39,Friday,22,0.897
1531,1531,5,12,140,77,Friday,22,0.909
1532,1532,6,7,90,66,Friday,22,0.682
1533,1533,7,9,60,36,Friday,22,0.833
1534,1534,8,9,80,49,Friday,22,0.816
1535,1535,9,11,70,48,Friday,22,0.729
1536,1536,9,13,50,32,Friday,22,0.781
1537,1537,10,11,90,54,Friday,22,0.833
1538,1538,10,13,140,70,Friday,22,1.000
1539,1539,11,12,140,92,Friday,22,0.761
1540,1540,0,1,100,70,Friday,24,0.714
1541,1541,0,2,70,38,Friday,24,0.921
1542,1542,0,3,60,33,Friday,24,0.909
1543,1543,1,2,70,42,Friday,24,0.833
1544,1544,1,7,120,62,Friday,24,0.968
1545,1545,2,5,60,43,Friday,24,0.698
1546,1546,3,4,130,81,Friday,24,0.802
1547,1547,3,10,110,59,Friday,24,0.932
1548,1548,4,5,60,39,Friday,24,0.769
1549,1549,4,6,140,102,Friday,24,0.686
1550,1550,5,8,140,95,Friday,24,0.737
1551,1551,5,12,50,29,Friday,24,0.862
1552,1552,6,7,70,52,Friday,24,0.673
1553,1553,7,9,50,27,Friday,24,0.926
1554,1554,8,9,80,50,Friday,24,0.800
1555,1555,9,11,130,65,Friday,24,1.000
1556,1556,9,13,110,72,Friday,24,0.764
1557,1557,10,11,50,36,Friday,24,0.694
1558,1558,10,13,80,55,Friday,24,0.727
1559,1559,11,12,90,63,Friday,24,0.714
1560,1560,0,1,100,17,Saturday,0,2.941
1561,1561,0,2,70,24,Saturday,0,1.458
1562,1562,0,3,140,36,Saturday,0,1.944
1563,1563,1,2,50,9,Saturday,0,2.778
1564,1564,1,7,60,13,Saturday,0,2.308
1565,1565,2,5,130,26,Saturday,0,2.500
1566,1566,3,4,50,14,Saturday,0,1.786
1567,1567,3,10,140,53,Saturday,0,1.321
1568,1568,4,5,50,14,Saturday,0,1.786
1569,1569,4,6,60,7,Saturday,0,4.286
1570,1570,5,8,80,8,Saturday,0,5.000
1571,1571,5,12,110,23,Saturday,0,2.391
1572,1572,6,7,100,20,Saturday,0,2.500
1573,1573,7,9,60,7,Saturday,0,4.286
1574,1574,8,9,110,41,Saturday,0,1.341
1575,1575,9,11,60,13,Saturday,0,2.308
1576,1576,9,13,120,24,Saturday,0,2.500
1577,1577,10,11,130,36,Saturday,0,1.806
1578,1578,10,13,120,30,Saturday,0,2.000
1579,1579,11,12,120,37,Saturday,0,1.622
1580,1580,0,1,130,32,Saturday,2,2.031
1581,1581,0,2,60,7,Saturday,2,4.286
1582,1582,0,3,90,20,Saturday,2,2.250
1583,1583,1,2,70,8,Saturday,2,4.375
1584,1584,1,7,80,21,Saturday,2,1.905
1585,1585,2,5,110,35,Saturday,2,1.571
1586,1586,3,4,70,21,Saturday,2,1.667
1587,1587,3,10,110,22,Saturday,2,2.500
1588,1588,4,5,110,25,Saturday,2,2.200
1589,1589,4,6,60,13,Saturday,2,2.308
1590,1590,5,8,50,14,Saturday,2,1.786
1591,1591,5,12,60,8,Saturday,2,3.750
1592,1592,6,7,140,19,Saturday,2,3.684
1593,1593,7,9,130,31,Saturday,2,2.097
1594,1594,8,9,110,18,Saturday,2,3.056
1595,1595,9,11,140,50,Saturday,2,1.400
1596,1596,9,13,80,26,Saturday,2,1.538
1597,1597,10,11,100,20,Saturday,2,2.500
1598,1598,10,13,100,27,Saturday,2,1.852
1599,1599,11,12,70,16,Saturday,2,2.188
1600,1600,0,1,70,21,Saturday,4,1.667
1601,1601,0,2,70,19,Saturday,4,1.842
1602,1602,0,3,50,19,Saturday,4,1.316
1603,1603,1,2,80,16,Saturday,4,2.500
1604,1604,1,7,90,33,Saturday,4,1.364
1605,1605,2,5,100,25,Saturday,4,2.000
1606,1606,3,4,120,14,Saturday,4,4.286
1607,1607,3,10,50,11,Saturday,4,2.273
1608,1608,4,5,90,23,Saturday,4,1.957
1609,1609,4,6,100,28,Saturday,4,1.786
1610,1610,5,8,70,25,Saturday,4,1.400
1611,1611,5,12,90,15,Saturday,4,3.000
1612,1612,6,7,50,8,Saturday,4,3.125
1613,1613,7,9,50,9,Saturday,4,2.778
1614,1614,8,9,130,29,Saturday,4,2.241
1615,1615,9,11,60,21,Saturday,4,1.429
1616,1616,9,13,130,51,Saturday,4,1.275
1617,1617,10,11,50,11,Saturday,4,2.273
1618,1618,10,13,70,19,Saturday,4,1.842
1619,1619,11,12,120,32,Saturday,4,1.875
1620,1620,0,1,80,15,Saturday,6,2.667
1621,1621,0,2,100,16,Saturday,6,3.125
1622,1622,0,3,80,13,Saturday,6,3.077
1623,1623,1,2,50,9,Saturday,6,2.778
1624,1624,1,7,110,35,Saturday,6,1.571
1625,1625,2,5,120,42,Saturday,6,1.429
1626,1626,3,4,120,34,Saturday,6,1.765
1627,1627,3,10,70,11,Saturday,6,3.182
1628,1628,4,5,60,9,Saturday,6,3.333
1629,1629,4,6,100,28,Saturday,6,1.786
1630,1630,5,8,110,30,Saturday,6,1.833
1631,1631,5,12,110,18,Saturday,6,3.056
1632,1632,6,7,110,43,Saturday,6,1.279
1633,1633,7,9,50,6,Saturday,6,4.167
1634,1634,8,9,120,14,Saturday,6,4.286
1635,1635,9,11,60,7,Saturday,6,4.286
1636,1636,9,13,130,50,Saturday,6,1.300
1637,1637,10,11,90,10,Saturday,6,4.500
1638,1638,10,13,90,9,Saturday,6,5.000
1639,1639,11,12,110,39,Saturday,6,1.410
1640,1640,0,1,100,28,Saturday,8,1.786
1641,1641,0,2,80,15,Saturday,8,2.667
1642,1642,0,3,60,11,Saturday,8,2.727
1643,1643,1,2,60,7,Saturday,8,4.286
1644,1644,1,7,80,11,Saturday,8,3.636
1645,1645,2,5,50,10,Saturday,8,2.500
1646,1646,3,4,60,18,Saturday,8,1.667
1647,1647,3,10,140,32,Saturday,8,2.188
1648,1648,4,5,130,30,Saturday,8,2.167
1649,1649,4,6,60,12,Saturday,8,2.500
1650,1650,5,8,100,32,Saturday,8,1.562
1651,1651,5,12,50,10,Saturday,8,2.500
1652,1652,6,7,140,27,Saturday,8,2.593
1653,1653,7,9,60,12,Saturday,8,2.500
1654,1654,8,9,130,32,Saturday,8,2.031
1655,1655,9,11,90,19,Saturday,8,2.368
1656,1656,9,13,120,28,Saturday,8,2.143
1657,1657,10,11,130,41,Saturday,8,1.585
1658,1658,10,13,140,43,Saturday,8,1.628
1659,1659,11,12,80,19,Saturday,8,2.105
1660,1660,0,1,120,50,Saturday,10,1.200
1661,1661,0,2,120,64,Saturday,10,0.938
1662,1662,0,3,70,26,Saturday,10,1.346
1663,1663,1,2,130,72,Saturday,10,0.903
1664,1664,1,7,70,32,Saturday,10,1.094
1665,1665,2,5,90,50,Saturday,10,0.900
1666,1666,3,4,80,40,Saturday,10,1.000
1667,1667,3,10,140,83,Saturday,10,0.843
1668,1668,4,5,70,29,Saturday,10,1.207
1669,1669,4,6,50,28,Saturday,10,0.893
1670,1670,5,8,120,39,Saturday,10,1.538
1671,1671,5,12,50,18,Saturday,10,1.389
1672,1672,6,7,130,43,Saturday,10,1.512
1673,1673,7,9,70,38,Saturday,10,0.921
1674,1674,8,9,140,61,Saturday,10,1.148
1675,1675,9,11,100,51,Saturday,10,0.980
1676,1676,9,13,140,51,Saturday,10,1.373
1677,1677,10,11,120,63,Saturday,10,0.952
1678,1678,10,13,70,28,Saturday,10,1.250
1679,1679,11,12,130,67,Saturday,10,0.970
1680,1680,0,1,100,49,Saturday,12,1.020
1681,1681,0,2,100,30,Saturday,12,1.667
1682,1682,0,3,70,41,Saturday,12,0.854
1683,1683,1,2,130,43,Saturday,12,1.512
1684,1684,1,7,50,18,Saturday,12,1.389
1685,1685,2,5,90,39,Saturday,12,1.154
1686,1686,3,4,80,37,Saturday,12,1.081
1687,1687,3,10,60,29,Saturday,12,1.034
1688,1688,4,5,140,59,Saturday,12,1.186
1689,1689,4,6,50,16,Saturday,12,1.562
1690,1690,5,8,60,32,Saturday,12,0.938
1691,1691,5,12,110,61,Saturday,12,0.902
1692,1692,6,7,110,53,Saturday,12,1.038
1693,1693,7,9,80,27,Saturday,12,1.481
1694,1694,8,9,130,69,Saturday,12,0.942
1695,1695,9,11,90,43,Saturday,12,1.047
1696,1696,9,13,80,35,Saturday,12,1.143
1697,1697,10,11,90,39,Saturday,12,1.154
1698,1698,10,13,50,29,Saturday,12,0.862
1699,1699,11,12,60,31,Saturday,12,0.968
1700,1700,0,1,80,32,Saturday,14,1.250
1701,1701,0,2,130,73,Saturday,14,0.890
1702,1702,0,3,70,30,Saturday,14,1.167
1703,1703,1,2,100,50,Saturday,14,1.000
1704,1704,1,7,120,47,Saturday,14,1.277
1705,1705,2,5,90,53,Saturday,14,0.849
1706,1706,3,4,110,45,Saturday,14,1.222
1707,1707,3,10,80,43,Saturday,14,0.930
1708,1708,4,5,90,35,Saturday,14,1.286
1709,1709,4,6,100,43,Saturday,14,1.163
1710,1710,5,8,130,51,Saturday,14,1.275
1711,1711,5,12,80,34,Saturday,14,1.176
1712,1712,6,7,50,28,Saturday,14,0.893
1713,1713,7,9,60,24,Saturday,14,1.250
1714,1714,8,9,110,58,Saturday,14,0.948
1715,1715,9,11,110,35,Saturday,14,1.571
1716,1716,9,13,60,34,Saturday,14,0.882
1717,1717,10,11,130,43,Saturday,14,1.512
1718,1718,10,13,120,61,Saturday,14,0.984
1719,1719,11,12,50,23,Saturday,14,1.087
1720,1720,0,1,60,23,Saturday,16,1.304
1721,1721,0,2,140,51,Saturday,16,1.373
1722,1722,0,3,140,71,Saturday,16,0.986
1723,1723,1,2,60,35,Saturday,16,0.857
1724,1724,1,7,90,27,Saturday,16,1.667
1725,1725,2,5,80,27,Saturday,16,1.481
1726,1726,3,4,60,32,Saturday,16,0.938
1727,1727,3,10,70,37,Saturday,16,0.946
1728,1728,4,5,60,21,Saturday,16,1.429
1729,1729,4,6,110,59,Saturday,16,0.932
1730,1730,5,8,130,39,Saturday,16,1.667
1731,1731,5,12,50,25,Saturday,16,1.000
1732,1732,6,7,120,61,Saturday,16,0.984
1733,1733,7,9,60,27,Saturday,16,1.111
1734,1734,8,9,100,47,Saturday,16,1.064
1735,1735,9,11,100,38,Saturday,16,1.316
1736,1736,9,13,60,35,Saturday,16,0.857
1737,1737,10,11,140,59,Saturday,16,1.186
1738,1738,10,13,140,51,Saturday,16,1.373
1739,1739,11,12,90,36,Saturday,16,1.250
