ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour
1587,3,10,90,24,Saturday,2
1588,4,5,90,29,Saturday,2
1589,4,6,50,17,Saturday,2
1590,5,8,50,16,Saturday,2
1591,5,12,60,13,Saturday,2
1592,6,7,80,14,Saturday,2
1593,7,9,120,29,Saturday,2
1594,8,9,80,13,Saturday,2
1595,9,11,80,14,Saturday,2
1596,9,13,100,36,Saturday,2
1597,10,11,70,19,Saturday,2
1598,10,13,120,13,Saturday,2
1599,11,12,100,15,Saturday,2
1600,0,1,60,11,Saturday,4
1601,0,2,100,32,Saturday,4
1602,0,3,140,39,Saturday,4
1603,1,2,70,20,Saturday,4
1604,1,7,80,28,Saturday,4
1605,2,5,140,47,Saturday,4
1606,3,4,140,14,Saturday,4
1607,3,10,120,29,Saturday,4
1608,4,5,80,21,Saturday,4
1609,4,6,60,8,Saturday,4
1610,5,8,70,26,Saturday,4
1611,5,12,130,26,Saturday,4
1612,6,7,70,27,Saturday,4
1613,7,9,110,24,Saturday,4
1614,8,9,110,38,Saturday,4
1615,9,11,120,21,Saturday,4
1616,9,13,70,21,Saturday,4
1617,10,11,140,35,Saturday,4
1618,10,13,50,16,Saturday,4
1619,11,12,90,17,Saturday,4
1620,0,1,90,26,Saturday,6
1621,0,2,110,17,Saturday,6
1622,0,3,50,13,Saturday,6
1623,1,2,130,35,Saturday,6
1624,1,7,90,19,Saturday,6
1625,2,5,60,9,Saturday,6
1626,3,4,70,24,Saturday,6
1627,3,10,100,25,Saturday,6
1628,4,5,90,15,Saturday,6
1629,4,6,60,7,Saturday,6
1630,5,8,110,23,Saturday,6
1631,5,12,80,24,Saturday,6
1632,6,7,70,17,Saturday,6
1633,7,9,60,6,Saturday,6
1634,8,9,50,6,Saturday,6
1635,9,11,50,10,Saturday,6
1636,9,13,90,22,Saturday,6
1637,10,11,90,12,Saturday,6
1638,10,13,50,11,Saturday,6
1639,11,12,140,46,Saturday,6
1640,0,1,100,11,Saturday,8
1641,0,2,140,48,Saturday,8
1642,0,3,50,5,Saturday,8
1643,1,2,90,20,Saturday,8
1644,1,7,70,20,Saturday,8
1645,2,5,100,29,Saturday,8
1646,3,4,100,21,Saturday,8
1647,3,10,60,23,Saturday,8
1648,4,5,80,19,Saturday,8
1649,4,6,70,20,Saturday,8
1650,5,8,80,27,Saturday,8
1651,5,12,80,24,Saturday,8
1652,6,7,120,28,Saturday,8
1653,7,9,100,24,Saturday,8
1654,8,9,120,38,Saturday,8
1655,9,11,90,31,Saturday,8
1656,9,13,90,25,Saturday,8
1657,10,11,90,34,Saturday,8
1658,10,13,90,25,Saturday,8
1659,11,12,140,26,Saturday,8
1660,0,1,90,33,Saturday,10
1661,0,2,110,45,Saturday,10
1662,0,3,120,38,Saturday,10
1663,1,2,90,38,Saturday,10
1664,1,7,140,74,Saturday,10
1665,2,5,120,59,Saturday,10
1666,3,4,120,68,Saturday,10
1667,3,10,110,50,Saturday,10
1668,4,5,130,71,Saturday,10
1669,4,6,110,51,Saturday,10
1670,5,8,100,58,Saturday,10
1671,5,12,80,46,Saturday,10
1672,6,7,120,67,Saturday,10
1673,7,9,100,30,Saturday,10
1674,8,9,50,17,Saturday,10
1675,9,11,90,41,Saturday,10
1676,9,13,110,39,Saturday,10
1677,10,11,140,61,Saturday,10
1678,10,13,80,27,Saturday,10
1679,11,12,70,25,Saturday,10
1680,0,1,110,45,Saturday,12
1681,0,2,100,40,Saturday,12
1682,0,3,70,35,Saturday,12
1683,1,2,110,46,Saturday,12
1684,1,7,80,35,Saturday,12
1685,2,5,140,82,Saturday,12
1686,3,4,50,23,Saturday,12
1687,3,10,140,43,Saturday,12
1688,4,5,130,74,Saturday,12
1689,4,6,130,71,Saturday,12
1690,5,8,110,59,Saturday,12
1691,5,12,100,57,Saturday,12
1692,6,7,50,24,Saturday,12
1693,7,9,120,37,Saturday,12
1694,8,9,80,44,Saturday,12
1695,9,11,120,40,Saturday,12
1696,9,13,100,52,Saturday,12
1697,10,11,100,56,Saturday,12
1698,10,13,80,27,Saturday,12
1699,11,12,130,69,Saturday,12
1700,0,1,70,37,Saturday,14
1701,0,2,80,40,Saturday,14
1702,0,3,120,39,Saturday,14
1703,1,2,130,76,Saturday,14
1704,1,7,120,68,Saturday,14
1705,2,5,80,35,Saturday,14
1706,3,4,60,19,Saturday,14
1707,3,10,80,25,Saturday,14
1708,4,5,70,36,Saturday,14
1709,4,6,60,30,Saturday,14
1710,5,8,120,43,Saturday,14
1711,5,12,100,48,Saturday,14
1712,6,7,80,45,Saturday,14
1713,7,9,80,42,Saturday,14
1714,8,9,90,32,Saturday,14
1715,9,11,80,31,Saturday,14
1716,9,13,110,60,Saturday,14
1717,10,11,70,35,Saturday,14
1718,10,13,110,46,Saturday,14
1719,11,12,60,31,Saturday,14
1720,0,1,130,42,Saturday,16
1721,0,2,110,58,Saturday,16
1722,0,3,60,24,Saturday,16
1723,1,2,120,54,Saturday,16
1724,1,7,110,49,Saturday,16
1725,2,5,130,55,Saturday,16
1726,3,4,100,51,Saturday,16
1727,3,10,140,79,Saturday,16
1728,4,5,120,40,Saturday,16
1729,4,6,70,24,Saturday,16
1730,5,8,140,76,Saturday,16
1731,5,12,140,63,Saturday,16
1732,6,7,60,22,Saturday,16
1733,7,9,140,49,Saturday,16
1734,8,9,140,43,Saturday,16
1735,9,11,140,47,Saturday,16
1736,9,13,110,34,Saturday,16
1737,10,11,90,30,Saturday,16
1738,10,13,90,45,Saturday,16
1739,11,12,90,27,Saturday,16
1740,0,1,90,37,Saturday,18
1741,0,2,120,52,Saturday,18
1742,0,3,130,69,Saturday,18
1743,1,2,60,22,Saturday,18
1744,1,7,130,57,Saturday,18
1745,2,5,90,51,Saturday,18
1746,3,4,130,68,Saturday,18
1747,3,10,90,49,Saturday,18
1748,4,5,50,29,Saturday,18
1749,4,6,70,39,Saturday,18
1750,5,8,120,42,Saturday,18
1751,5,12,100,35,Saturday,18
1752,6,7,90,45,Saturday,18
1753,7,9,90,35,Saturday,18
1754,8,9,110,36,Saturday,18
1755,9,11,130,64,Saturday,18
1756,9,13,70,33,Saturday,18
1757,10,11,60,32,Saturday,18
1758,10,13,70,22,Saturday,18
1759,11,12,110,57,Saturday,18
1760,0,1,60,15,Saturday,20
1761,0,2,100,12,Saturday,20
1762,0,3,50,16,Saturday,20
1763,1,2,50,10,Saturday,20
1764,1,7,100,21,Saturday,20
1765,2,5,130,46,Saturday,20
1766,3,4,110,16,Saturday,20
1767,3,10,70,13,Saturday,20
1768,4,5,90,20,Saturday,20
1769,4,6,140,28,Saturday,20
1770,5,8,60,19,Saturday,20
1771,5,12,70,9,Saturday,20
1772,6,7,100,21,Saturday,20
1773,7,9,50,5,Saturday,20
1774,8,9,100,12,Saturday,20
1775,9,11,60,6,Saturday,20
1776,9,13,100,14,Saturday,20
1777,10,11,60,10,Saturday,20
1778,10,13,70,16,Saturday,20
1779,11,12,120,26,Saturday,20
1780,0,1,80,9,Saturday,22
1781,0,2,50,17,Saturday,22
1782,0,3,120,28,Saturday,22
1783,1,2,60,21,Saturday,22
1784,1,7,130,21,Saturday,22
1785,2,5,140,52,Saturday,22
1786,3,4,50,13,Saturday,22
1787,3,10,70,11,Saturday,22
1788,4,5,60,11,Saturday,22
1789,4,6,90,33,Saturday,22
1790,5,8,90,32,Saturday,22
1791,5,12,80,23,Saturday,22
1792,6,7,80,13,Saturday,22
1793,7,9,120,39,Saturday,22
1794,8,9,90,13,Saturday,22
1795,9,11,130,37,Saturday,22
1796,9,13,130,42,Saturday,22
1797,10,11,130,34,Saturday,22
1798,10,13,140,26,Saturday,22
1799,11,12,70,23,Saturday,22
1800,0,1,50,8,Saturday,24
1801,0,2,80,25,Saturday,24
1802,0,3,90,25,Saturday,24
1803,1,2,60,7,Saturday,24
1804,1,7,90,14,Saturday,24
1805,2,5,130,51,Saturday,24
1806,3,4,80,26,Saturday,24
1807,3,10,60,18,Saturday,24
1808,4,5,50,9,Saturday,24
1809,4,6,60,12,Saturday,24
1810,5,8,50,11,Saturday,24
1811,5,12,60,19,Saturday,24
1812,6,7,130,34,Saturday,24
1813,7,9,130,45,Saturday,24
1814,8,9,60,7,Saturday,24
1815,9,11,110,14,Saturday,24
1816,9,13,130,31,Saturday,24
1817,10,11,130,48,Saturday,24
1818,10,13,70,23,Saturday,24
1819,11,12,70,14,Saturday,24
