ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour
1587,3,10,110,22,Saturday,2
1588,4,5,110,25,Saturday,2
1589,4,6,60,13,Saturday,2
1590,5,8,50,14,Saturday,2
1591,5,12,60,8,Saturday,2
1592,6,7,140,19,Saturday,2
1593,7,9,130,31,Saturday,2
1594,8,9,110,18,Saturday,2
1595,9,11,140,50,Saturday,2
1596,9,13,80,26,Saturday,2
1597,10,11,100,20,Saturday,2
1598,10,13,100,27,Saturday,2
1599,11,12,70,16,Saturday,2
1600,0,1,70,21,Saturday,4
1601,0,2,70,19,Saturday,4
1602,0,3,50,19,Saturday,4
1603,1,2,80,16,Saturday,4
1604,1,7,90,33,Saturday,4
1605,2,5,100,25,Saturday,4
1606,3,4,120,14,Saturday,4
1607,3,10,50,11,Saturday,4
1608,4,5,90,23,Saturday,4
1609,4,6,100,28,Saturday,4
1610,5,8,70,25,Saturday,4
1611,5,12,90,15,Saturday,4
1612,6,7,50,8,Saturday,4
1613,7,9,50,9,Saturday,4
1614,8,9,130,29,Saturday,4
1615,9,11,60,21,Saturday,4
1616,9,13,130,51,Saturday,4
1617,10,11,50,11,Saturday,4
1618,10,13,70,19,Saturday,4
1619,11,12,120,32,Saturday,4
1620,0,1,80,15,Saturday,6
1621,0,2,100,16,Saturday,6
1622,0,3,80,13,Saturday,6
1623,1,2,50,9,Saturday,6
1624,1,7,110,35,Saturday,6
1625,2,5,120,42,Saturday,6
1626,3,4,120,34,Saturday,6
1627,3,10,70,11,Saturday,6
1628,4,5,60,9,Saturday,6
1629,4,6,100,28,Saturday,6
1630,5,8,110,30,Saturday,6
1631,5,12,110,18,Saturday,6
1632,6,7,110,43,Saturday,6
1633,7,9,50,6,Saturday,6
1634,8,9,120,14,Saturday,6
1635,9,11,60,7,Saturday,6
1636,9,13,130,50,Saturday,6
1637,10,11,90,10,Saturday,6
1638,10,13,90,9,Saturday,6
1639,11,12,110,39,Saturday,6
1640,0,1,100,28,Saturday,8
1641,0,2,80,15,Saturday,8
1642,0,3,60,11,Saturday,8
1643,1,2,60,7,Saturday,8
1644,1,7,80,11,Saturday,8
1645,2,5,50,10,Saturday,8
1646,3,4,60,18,Saturday,8
1647,3,10,140,32,Saturday,8
1648,4,5,130,30,Saturday,8
1649,4,6,60,12,Saturday,8
1650,5,8,100,32,Saturday,8
1651,5,12,50,10,Saturday,8
1652,6,7,140,27,Saturday,8
1653,7,9,60,12,Saturday,8
1654,8,9,130,32,Saturday,8
1655,9,11,90,19,Saturday,8
1656,9,13,120,28,Saturday,8
1657,10,11,130,41,Saturday,8
1658,10,13,140,43,Saturday,8
1659,11,12,80,19,Saturday,8
1660,0,1,120,50,Saturday,10
1661,0,2,120,64,Saturday,10
1662,0,3,70,26,Saturday,10
1663,1,2,130,72,Saturday,10
1664,1,7,70,32,Saturday,10
1665,2,5,90,50,Saturday,10
1666,3,4,80,40,Saturday,10
1667,3,10,140,83,Saturday,10
1668,4,5,70,29,Saturday,10
1669,4,6,50,28,Saturday,10
1670,5,8,120,39,Saturday,10
1671,5,12,50,18,Saturday,10
1672,6,7,130,43,Saturday,10
1673,7,9,70,38,Saturday,10
1674,8,9,140,61,Saturday,10
1675,9,11,100,51,Saturday,10
1676,9,13,140,51,Saturday,10
1677,10,11,120,63,Saturday,10
1678,10,13,70,28,Saturday,10
1679,11,12,130,67,Saturday,10
1680,0,1,100,49,Saturday,12
1681,0,2,100,30,Saturday,12
1682,0,3,70,41,Saturday,12
1683,1,2,130,43,Saturday,12
1684,1,7,50,18,Saturday,12
1685,2,5,90,39,Saturday,12
1686,3,4,80,37,Saturday,12
1687,3,10,60,29,Saturday,12
1688,4,5,140,59,Saturday,12
1689,4,6,50,16,Saturday,12
1690,5,8,60,32,Saturday,12
1691,5,12,110,61,Saturday,12
1692,6,7,110,53,Saturday,12
1693,7,9,80,27,Saturday,12
1694,8,9,130,69,Saturday,12
1695,9,11,90,43,Saturday,12
1696,9,13,80,35,Saturday,12
1697,10,11,90,39,Saturday,12
1698,10,13,50,29,Saturday,12
1699,11,12,60,31,Saturday,12
1700,0,1,80,32,Saturday,14
1701,0,2,130,73,Saturday,14
1702,0,3,70,30,Saturday,14
1703,1,2,100,50,Saturday,14
1704,1,7,120,47,Saturday,14
1705,2,5,90,53,Saturday,14
1706,3,4,110,45,Saturday,14
1707,3,10,80,43,Saturday,14
1708,4,5,90,35,Saturday,14
1709,4,6,100,43,Saturday,14
1710,5,8,130,51,Saturday,14
1711,5,12,80,34,Saturday,14
1712,6,7,50,28,Saturday,14
1713,7,9,60,24,Saturday,14
1714,8,9,110,58,Saturday,14
1715,9,11,110,35,Saturday,14
1716,9,13,60,34,Saturday,14
1717,10,11,130,43,Saturday,14
1718,10,13,120,61,Saturday,14
1719,11,12,50,23,Saturday,14
1720,0,1,60,23,Saturday,16
1721,0,2,140,51,Saturday,16
1722,0,3,140,71,Saturday,16
1723,1,2,60,35,Saturday,16
1724,1,7,90,27,Saturday,16
1725,2,5,80,27,Saturday,16
1726,3,4,60,32,Saturday,16
1727,3,10,70,37,Saturday,16
1728,4,5,60,21,Saturday,16
1729,4,6,110,59,Saturday,16
1730,5,8,130,39,Saturday,16
1731,5,12,50,25,Saturday,16
1732,6,7,120,61,Saturday,16
1733,7,9,60,27,Saturday,16
1734,8,9,100,47,Saturday,16
1735,9,11,100,38,Saturday,16
1736,9,13,60,35,Saturday,16
1737,10,11,140,59,Saturday,16
1738,10,13,140,51,Saturday,16
1739,11,12,90,36,Saturday,16
1740,0,1,140,80,Saturday,18
1741,0,2,100,36,Saturday,18
1742,0,3,140,50,Saturday,18
1743,1,2,120,68,Saturday,18
1744,1,7,110,51,Saturday,18
1745,2,5,50,18,Saturday,18
1746,3,4,100,40,Saturday,18
1747,3,10,130,63,Saturday,18
1748,4,5,80,34,Saturday,18
1749,4,6,140,80,Saturday,18
1750,5,8,110,48,Saturday,18
1751,5,12,110,55,Saturday,18
1752,6,7,90,37,Saturday,18
1753,7,9,50,26,Saturday,18
1754,8,9,120,44,Saturday,18
1755,9,11,50,16,Saturday,18
1756,9,13,90,46,Saturday,18
1757,10,11,110,33,Saturday,18
1758,10,13,50,16,Saturday,18
1759,11,12,60,18,Saturday,18
1760,0,1,60,20,Saturday,20
1761,0,2,110,16,Saturday,20
1762,0,3,100,16,Saturday,20
1763,1,2,140,31,Saturday,20
1764,1,7,80,14,Saturday,20
1765,2,5,110,37,Saturday,20
1766,3,4,80,14,Saturday,20
1767,3,10,60,22,Saturday,20
1768,4,5,70,8,Saturday,20
1769,4,6,100,16,Saturday,20
1770,5,8,100,31,Saturday,20
1771,5,12,80,19,Saturday,20
1772,6,7,90,31,Saturday,20
1773,7,9,70,10,Saturday,20
1774,8,9,110,20,Saturday,20
1775,9,11,50,13,Saturday,20
1776,9,13,130,27,Saturday,20
1777,10,11,110,24,Saturday,20
1778,10,13,100,10,Saturday,20
1779,11,12,70,26,Saturday,20
1780,0,1,70,15,Saturday,22
1781,0,2,100,17,Saturday,22
1782,0,3,100,22,Saturday,22
1783,1,2,80,20,Saturday,22
1784,1,7,90,22,Saturday,22
1785,2,5,60,21,Saturday,22
1786,3,4,130,38,Saturday,22
1787,3,10,80,16,Saturday,22
1788,4,5,70,16,Saturday,22
1789,4,6,80,15,Saturday,22
1790,5,8,50,19,Saturday,22
1791,5,12,130,27,Saturday,22
1792,6,7,120,33,Saturday,22
1793,7,9,100,31,Saturday,22
1794,8,9,80,15,Saturday,22
1795,9,11,130,35,Saturday,22
1796,9,13,70,7,Saturday,22
1797,10,11,140,24,Saturday,22
1798,10,13,90,25,Saturday,22
1799,11,12,80,20,Saturday,22
1800,0,1,60,11,Saturday,24
1801,0,2,130,51,Saturday,24
1802,0,3,100,24,Saturday,24
1803,1,2,130,37,Saturday,24
1804,1,7,80,28,Saturday,24
1805,2,5,60,9,Saturday,24
1806,3,4,140,25,Saturday,24
1807,3,10,50,5,Saturday,24
1808,4,5,110,24,Saturday,24
1809,4,6,130,20,Saturday,24
1810,5,8,140,39,Saturday,24
1811,5,12,130,34,Saturday,24
1812,6,7,50,17,Saturday,24
1813,7,9,80,24,Saturday,24
1814,8,9,110,34,Saturday,24
1815,9,11,120,21,Saturday,24
1816,9,13,130,47,Saturday,24
1817,10,11,130,24,Saturday,24
1818,10,13,110,24,Saturday,24
1819,11,12,80,20,Saturday,24
