,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
1051,1051,5,12,100,65,Thrusday,0,0.769
1052,1052,6,7,70,45,Thrusday,0,0.7780000000000002
1053,1053,7,9,60,41,Thrusday,0,0.732
1054,1054,8,9,140,108,Thrusday,0,0.6479999999999999
1055,1055,9,11,80,60,Thrusday,0,0.6669999999999999
1056,1056,9,13,90,67,Thrusday,0,0.6709999999999999
1057,1057,10,11,60,39,Thrusday,0,0.769
1058,1058,10,13,50,32,Thrusday,0,0.7809999999999999
1059,1059,11,12,80,55,Thrusday,0,0.7270000000000001
1060,1060,0,1,100,61,Thrusday,2,0.8186
1061,1061,0,2,140,93,Thrusday,2,0.753
1062,1062,0,3,130,102,Thrusday,2,0.6370000000000001
1063,1063,1,2,110,65,Thrusday,2,0.8433999999999999
1064,1064,1,7,80,55,Thrusday,2,0.7270000000000001
1065,1065,2,5,140,79,Thrusday,2,0.8859999999999999
1066,1066,3,4,130,81,Thrusday,2,0.8029999999999999
1067,1067,3,10,120,86,Thrusday,2,0.6988000000000001
1068,1068,4,5,100,58,Thrusday,2,0.8619999999999999
1069,1069,4,6,120,75,Thrusday,2,0.7999999999999999
1070,1070,5,8,130,88,Thrusday,2,0.739
1071,1071,5,12,130,91,Thrusday,2,0.7140000000000002
1072,1072,6,7,100,65,Thrusday,2,0.769
1073,1073,7,9,130,66,Thrusday,2,0.9850000000000001
1074,1074,8,9,50,28,Thrusday,2,0.8930000000000003
1075,1075,9,11,80,56,Thrusday,2,0.7140000000000002
1076,1076,9,13,120,74,Thrusday,2,0.8109999999999999
1077,1077,10,11,120,89,Thrusday,2,0.6740000000000002
1078,1078,10,13,140,82,Thrusday,2,0.8550000000000001
1079,1079,11,12,60,38,Thrusday,2,0.7889999999999999
1080,1080,0,1,80,62,Thrusday,4,0.6449999999999999
1081,1081,0,2,110,75,Thrusday,4,0.7339999999999999
1082,1082,0,3,110,74,Thrusday,4,0.7430000000000001
1083,1083,1,2,50,32,Thrusday,4,0.7809999999999999
1084,1084,1,7,140,90,Thrusday,4,0.7779999999999999
1085,1085,2,5,70,38,Thrusday,4,0.9209999999999997
1086,1086,3,4,140,110,Thrusday,4,0.636
1087,1087,3,10,60,32,Thrusday,4,0.9380000000000001
1088,1088,4,5,140,84,Thrusday,4,0.833
1089,1089,4,6,50,31,Thrusday,4,0.8059999999999998
1090,1090,5,8,140,76,Thrusday,4,0.9209999999999999
1091,1091,5,12,60,36,Thrusday,4,0.833
1092,1092,6,7,100,57,Thrusday,4,0.877
1093,1093,7,9,110,72,Thrusday,4,0.7640000000000001
1094,1094,8,9,90,46,Thrusday,4,0.978
1095,1095,9,11,130,96,Thrusday,4,0.6770000000000002
1096,1096,9,13,130,83,Thrusday,4,0.7829999999999998
1097,1097,10,11,120,62,Thrusday,4,0.968
1098,1098,10,13,140,89,Thrusday,4,0.7878000000000001
1099,1099,11,12,50,37,Thrusday,4,0.676
1100,1100,0,1,140,74,Thrusday,6,0.946
1101,1101,0,2,80,43,Thrusday,6,0.9299999999999999
1102,1102,0,3,120,91,Thrusday,6,0.6589999999999999
1103,1103,1,2,130,66,Thrusday,6,0.9850000000000001
1104,1104,1,7,100,56,Thrusday,6,0.893
1105,1105,2,5,110,66,Thrusday,6,0.833
1106,1106,3,4,50,39,Thrusday,6,0.6409999999999999
1107,1107,3,10,100,72,Thrusday,6,0.6940000000000001
1108,1108,4,5,140,76,Thrusday,6,0.9209999999999999
1109,1109,4,6,80,49,Thrusday,6,0.8160000000000001
1110,1110,5,8,140,70,Thrusday,6,1.0
1111,1111,5,12,130,96,Thrusday,6,0.6770000000000002
1112,1112,6,7,110,69,Thrusday,6,0.7969999999999999
1113,1113,7,9,90,54,Thrusday,6,0.8331
1114,1114,8,9,140,99,Thrusday,6,0.707
1115,1115,9,11,90,67,Thrusday,6,0.6719999999999999
1116,1116,9,13,80,44,Thrusday,6,0.9090000000000001
1117,1117,10,11,140,83,Thrusday,6,0.843
1118,1118,10,13,100,63,Thrusday,6,0.7940000000000002
1119,1119,11,12,70,47,Thrusday,6,0.745
1120,1120,0,1,70,44,Thrusday,8,0.795
1121,1121,0,2,110,60,Thrusday,8,0.917
1122,1122,0,3,50,37,Thrusday,8,0.676
1123,1123,1,2,100,70,Thrusday,8,0.7151000000000003
1124,1124,1,7,140,98,Thrusday,8,0.7140000000000002
1125,1125,2,5,130,87,Thrusday,8,0.7479
1126,1126,3,4,110,85,Thrusday,8,0.6463000000000001
1127,1127,3,10,80,49,Thrusday,8,0.8160000000000001
1128,1128,4,5,130,68,Thrusday,8,0.9559999999999997
1129,1129,4,6,70,41,Thrusday,8,0.8540000000000003
1130,1130,5,8,50,35,Thrusday,8,0.7140000000000003
1131,1131,5,12,100,63,Thrusday,8,0.7940000000000002
1132,1132,6,7,140,72,Thrusday,8,0.9719999999999999
1133,1133,7,9,110,84,Thrusday,8,0.6550000000000001
1134,1134,8,9,90,46,Thrusday,8,0.978
1135,1135,9,11,80,46,Thrusday,8,0.8699999999999999
1136,1136,9,13,100,71,Thrusday,8,0.704
1137,1137,10,11,50,29,Thrusday,8,0.8619999999999999
1138,1138,10,13,130,84,Thrusday,8,0.774
1139,1139,11,12,90,49,Thrusday,8,0.9179999999999999
1140,1140,0,1,80,72,Thrusday,10,0.556
1141,1141,0,2,50,44,Thrusday,10,0.5679999999999998
1142,1142,0,3,70,68,Thrusday,10,0.5149999999999998
1143,1143,1,2,100,91,Thrusday,10,0.5490999999999999
1144,1144,1,7,70,66,Thrusday,10,0.5300000000000001
1145,1145,2,5,110,96,Thrusday,10,0.5736000000000001
1146,1146,3,4,80,70,Thrusday,10,0.571
1147,1147,3,10,80,68,Thrusday,10,0.588
1148,1148,4,5,80,60,Thrusday,10,0.6669999999999999
1149,1149,4,6,80,62,Thrusday,10,0.645
1150,1150,5,8,80,62,Thrusday,10,0.645
1151,1151,5,12,100,75,Thrusday,10,0.6669999999999999
1152,1152,6,7,110,84,Thrusday,10,0.6550000000000001
1153,1153,7,9,140,135,Thrusday,10,0.519
1154,1154,8,9,130,121,Thrusday,10,0.537
1155,1155,9,11,50,37,Thrusday,10,0.676
1156,1156,9,13,90,74,Thrusday,10,0.6079999999999999
1157,1157,10,11,130,108,Thrusday,10,0.6035000000000001
1158,1158,10,13,130,117,Thrusday,10,0.556
1159,1159,11,12,120,98,Thrusday,10,0.612
1160,1160,0,1,90,75,Thrusday,12,0.5999999999999999
1161,1161,0,2,60,58,Thrusday,12,0.5170000000000001
1162,1162,0,3,140,116,Thrusday,12,0.6029999999999999
1163,1163,1,2,130,117,Thrusday,12,0.556
1164,1164,1,7,70,61,Thrusday,12,0.574
1165,1165,2,5,60,50,Thrusday,12,0.5999999999999999
1166,1166,3,4,90,83,Thrusday,12,0.5419999999999999
1167,1167,3,10,130,123,Thrusday,12,0.5280000000000001
1168,1168,4,5,70,60,Thrusday,12,0.5830000000000001
1169,1169,4,6,80,56,Thrusday,12,0.7140000000000003
1170,1170,5,8,100,87,Thrusday,12,0.5750000000000001
1171,1171,5,12,110,84,Thrusday,12,0.6550000000000001
1172,1172,6,7,90,82,Thrusday,12,0.5489999999999998
1173,1173,7,9,50,40,Thrusday,12,0.625
1174,1174,8,9,110,91,Thrusday,12,0.604
1175,1175,9,11,120,88,Thrusday,12,0.6828000000000002
1176,1176,9,13,70,69,Thrusday,12,0.5069999999999999
1177,1177,10,11,140,129,Thrusday,12,0.543
1178,1178,10,13,70,62,Thrusday,12,0.5649999999999998
1179,1179,11,12,110,105,Thrusday,12,0.524
1180,1180,0,1,90,68,Thrusday,14,0.662
1181,1181,0,2,50,37,Thrusday,14,0.676
1182,1182,0,3,100,80,Thrusday,14,0.625
1183,1183,1,2,80,63,Thrusday,14,0.6349999999999999
1184,1184,1,7,120,96,Thrusday,14,0.6256999999999999
1185,1185,2,5,110,87,Thrusday,14,0.6319999999999999
1186,1186,3,4,110,98,Thrusday,14,0.561
1187,1187,3,10,50,40,Thrusday,14,0.625
1188,1188,4,5,120,110,Thrusday,14,0.5446000000000001
1189,1189,4,6,60,47,Thrusday,14,0.638
1190,1190,5,8,60,54,Thrusday,14,0.556
1191,1191,5,12,100,85,Thrusday,14,0.588
1192,1192,6,7,80,79,Thrusday,14,0.5060000000000001
1193,1193,7,9,50,35,Thrusday,14,0.7140000000000002
1194,1194,8,9,100,71,Thrusday,14,0.704
1195,1195,9,11,100,93,Thrusday,14,0.5389999999999999
1196,1196,9,13,60,46,Thrusday,14,0.652
1197,1197,10,11,110,96,Thrusday,14,0.5730000000000001
1198,1198,10,13,90,66,Thrusday,14,0.6820000000000002
1199,1199,11,12,50,47,Thrusday,14,0.532
1200,1200,0,1,80,77,Thrusday,16,0.519
1201,1201,0,2,80,78,Thrusday,16,0.513
1202,1202,0,3,80,63,Thrusday,16,0.6349999999999999
1203,1203,1,2,100,80,Thrusday,16,0.625
1204,1204,1,7,110,100,Thrusday,16,0.5499999999999999
1205,1205,2,5,50,46,Thrusday,16,0.543
1206,1206,3,4,110,99,Thrusday,16,0.5565
1207,1207,3,10,110,99,Thrusday,16,0.5565
1208,1208,4,5,50,49,Thrusday,16,0.5099999999999999
1209,1209,4,6,50,48,Thrusday,16,0.521
1210,1210,5,8,60,44,Thrusday,16,0.6820000000000002
1211,1211,5,12,60,42,Thrusday,16,0.7140000000000003
1212,1212,6,7,90,87,Thrusday,16,0.5170000000000001
1213,1213,7,9,130,114,Thrusday,16,0.57
1214,1214,8,9,110,85,Thrusday,16,0.6470000000000001
1215,1215,9,11,120,115,Thrusday,16,0.5220000000000001
1216,1216,9,13,100,81,Thrusday,16,0.617
1217,1217,10,11,90,86,Thrusday,16,0.5229999999999999
1218,1218,10,13,110,80,Thrusday,16,0.6879999999999998
1219,1219,11,12,80,75,Thrusday,16,0.5329999999999998
1220,1220,0,1,130,114,Thrusday,18,0.57
1221,1221,0,2,110,88,Thrusday,18,0.625
1222,1222,0,3,70,55,Thrusday,18,0.636
1223,1223,1,2,50,48,Thrusday,18,0.521
1224,1224,1,7,130,116,Thrusday,18,0.5600000000000002
1225,1225,2,5,100,79,Thrusday,18,0.633
1226,1226,3,4,130,103,Thrusday,18,0.6304000000000001
1227,1227,3,10,110,78,Thrusday,18,0.7059
1228,1228,4,5,140,136,Thrusday,18,0.5149999999999999
1229,1229,4,6,140,109,Thrusday,18,0.6420000000000001
1230,1230,5,8,130,113,Thrusday,18,0.5750000000000001
1231,1231,5,12,80,79,Thrusday,18,0.5060000000000001
1232,1232,6,7,90,73,Thrusday,18,0.616
1233,1233,7,9,90,69,Thrusday,18,0.652
1234,1234,8,9,60,44,Thrusday,18,0.6820000000000002
1235,1235,9,11,50,41,Thrusday,18,0.61
1236,1236,9,13,120,108,Thrusday,18,0.556
1237,1237,10,11,80,68,Thrusday,18,0.588
1238,1238,10,13,140,102,Thrusday,18,0.6859999999999999
1239,1239,11,12,60,52,Thrusday,18,0.5770000000000001
1240,1240,0,1,60,30,Thrusday,20,1.0
1241,1241,0,2,100,55,Thrusday,20,0.909
1242,1242,0,3,90,62,Thrusday,20,0.726
1243,1243,1,2,100,79,Thrusday,20,0.6346
1244,1244,1,7,60,34,Thrusday,20,0.8819999999999999
1245,1245,2,5,100,64,Thrusday,20,0.7809999999999999
1246,1246,3,4,80,60,Thrusday,20,0.6669999999999999
1247,1247,3,10,50,25,Thrusday,20,1.0
1248,1248,4,5,120,80,Thrusday,20,0.75
1249,1249,4,6,130,71,Thrusday,20,0.9204000000000001
1250,1250,5,8,60,30,Thrusday,20,1.0
1251,1251,5,12,120,79,Thrusday,20,0.7590000000000001
1252,1252,6,7,90,58,Thrusday,20,0.7759999999999999
1253,1253,7,9,120,71,Thrusday,20,0.8437999999999999
1254,1254,8,9,80,51,Thrusday,20,0.7826
1255,1255,9,11,130,94,Thrusday,20,0.691
1256,1256,9,13,130,93,Thrusday,20,0.6998
1257,1257,10,11,110,59,Thrusday,20,0.9320000000000002
1258,1258,10,13,100,79,Thrusday,20,0.633
1259,1259,11,12,80,44,Thrusday,20,0.907
1260,1260,0,1,120,92,Thrusday,22,0.652
1261,1261,0,2,80,49,Thrusday,22,0.8177
1262,1262,0,3,100,51,Thrusday,22,0.982
1263,1263,1,2,130,88,Thrusday,22,0.739
1264,1264,1,7,50,34,Thrusday,22,0.7350000000000001
1265,1265,2,5,80,50,Thrusday,22,0.7999999999999999
1266,1266,3,4,50,38,Thrusday,22,0.6579999999999998
1267,1267,3,10,80,48,Thrusday,22,0.833
1268,1268,4,5,70,38,Thrusday,22,0.9235
1269,1269,4,6,60,33,Thrusday,22,0.9090000000000004
1270,1270,5,8,80,62,Thrusday,22,0.6449999999999999
1271,1271,5,12,120,79,Thrusday,22,0.7590000000000001
1272,1272,6,7,70,44,Thrusday,22,0.7933
1273,1273,7,9,70,51,Thrusday,22,0.6859999999999999
1274,1274,8,9,110,70,Thrusday,22,0.7859999999999998
1275,1275,9,11,120,67,Thrusday,22,0.9019999999999999
1276,1276,9,13,50,34,Thrusday,22,0.7350000000000001
1277,1277,10,11,60,40,Thrusday,22,0.75
1278,1278,10,13,60,38,Thrusday,22,0.7889999999999999
1279,1279,11,12,130,79,Thrusday,22,0.8230000000000002
1280,1280,0,1,120,68,Thrusday,24,0.8819999999999999
1281,1281,0,2,90,45,Thrusday,24,0.9934000000000001
1282,1282,0,3,140,75,Thrusday,24,0.9356
1283,1283,1,2,100,64,Thrusday,24,0.7809999999999999
1284,1284,1,7,90,52,Thrusday,24,0.865
1285,1285,2,5,50,26,Thrusday,24,0.962
1286,1286,3,4,140,86,Thrusday,24,0.8140000000000001
1287,1287,3,10,90,58,Thrusday,24,0.7759999999999999
1288,1288,4,5,70,50,Thrusday,24,0.7000000000000001
1289,1289,4,6,120,75,Thrusday,24,0.8010999999999999
1290,1290,5,8,120,90,Thrusday,24,0.6677
1291,1291,5,12,60,36,Thrusday,24,0.833
1292,1292,6,7,140,76,Thrusday,24,0.921
1293,1293,7,9,100,75,Thrusday,24,0.6688
1294,1294,8,9,80,44,Thrusday,24,0.907
1295,1295,9,11,100,52,Thrusday,24,0.962
1296,1296,9,13,60,37,Thrusday,24,0.8109999999999999
1297,1297,10,11,130,99,Thrusday,24,0.6595000000000001
1298,1298,10,13,80,60,Thrusday,24,0.6658999999999999
1299,1299,11,12,140,111,Thrusday,24,0.6352000000000001
1300,1300,0,1,110,68,Friday,0,0.8089999999999999
1301,1301,0,2,50,34,Friday,0,0.7350000000000001
1302,1302,0,3,90,63,Friday,0,0.7140000000000002
1303,1303,1,2,140,90,Friday,0,0.7779999999999999
1304,1304,1,7,50,31,Friday,0,0.8059999999999998
1305,1305,2,5,130,68,Friday,0,0.9559999999999997
1306,1306,3,4,140,109,Friday,0,0.6420000000000001
1307,1307,3,10,120,85,Friday,0,0.706
1308,1308,4,5,90,48,Friday,0,0.938
1309,1309,4,6,110,78,Friday,0,0.705
1310,1310,5,8,100,76,Friday,0,0.6579999999999998
1311,1311,5,12,130,94,Friday,0,0.6842999999999999
1312,1312,6,7,80,61,Friday,0,0.6559999999999998
1313,1313,7,9,70,42,Friday,0,0.833
1314,1314,8,9,100,64,Friday,0,0.7809999999999998
1315,1315,9,11,60,37,Friday,0,0.8109999999999999
1316,1316,9,13,130,66,Friday,0,0.9850000000000001
1317,1317,10,11,130,97,Friday,0,0.67
1318,1318,10,13,100,64,Friday,0,0.7809999999999998
1319,1319,11,12,140,97,Friday,0,0.7219999999999999
1320,1320,0,1,110,80,Friday,2,0.6879999999999998
1321,1321,0,2,70,37,Friday,2,0.946
1322,1322,0,3,50,26,Friday,2,0.962
1323,1323,1,2,100,59,Friday,2,0.8469999999999999
1324,1324,1,7,140,110,Friday,2,0.636
1325,1325,2,5,90,48,Friday,2,0.938
1326,1326,3,4,70,38,Friday,2,0.9209999999999997
1327,1327,3,10,120,95,Friday,2,0.6319999999999999
1328,1328,4,5,70,44,Friday,2,0.795
1329,1329,4,6,80,50,Friday,2,0.8000000000000002
1330,1330,5,8,120,82,Friday,2,0.7320000000000001
1331,1331,5,12,80,50,Friday,2,0.8000000000000002
1332,1332,6,7,70,45,Friday,2,0.7780000000000002
1333,1333,7,9,120,68,Friday,2,0.8819999999999999
1334,1334,8,9,70,55,Friday,2,0.636
1335,1335,9,11,140,99,Friday,2,0.707
1336,1336,9,13,130,67,Friday,2,0.97
1337,1337,10,11,60,34,Friday,2,0.8819999999999999
1338,1338,10,13,50,33,Friday,2,0.758
1339,1339,11,12,80,61,Friday,2,0.6559999999999998
1340,1340,0,1,50,34,Friday,4,0.7350000000000001
1341,1341,0,2,80,46,Friday,4,0.8699999999999999
1342,1342,0,3,140,101,Friday,4,0.6929999999999998
1343,1343,1,2,70,35,Friday,4,1.0
1344,1344,1,7,130,90,Friday,4,0.7228
1345,1345,2,5,60,46,Friday,4,0.652
1346,1346,3,4,110,58,Friday,4,0.9480000000000002
1347,1347,3,10,140,71,Friday,4,0.9874
1348,1348,4,5,120,84,Friday,4,0.7140000000000003
1349,1349,4,6,90,71,Friday,4,0.6340000000000002
1350,1350,5,8,140,70,Friday,4,1.0
1351,1351,5,12,140,83,Friday,4,0.843
1352,1352,6,7,110,60,Friday,4,0.917
1353,1353,7,9,70,54,Friday,4,0.6479999999999999
1354,1354,8,9,50,32,Friday,4,0.7809999999999999
1355,1355,9,11,140,82,Friday,4,0.8550000000000001
1356,1356,9,13,120,75,Friday,4,0.7999999999999999
1357,1357,10,11,50,28,Friday,4,0.8930000000000003
1358,1358,10,13,80,49,Friday,4,0.8160000000000001
1359,1359,11,12,50,34,Friday,4,0.7350000000000001
1360,1360,0,1,120,94,Friday,6,0.6387
1361,1361,0,2,130,73,Friday,6,0.8899999999999999
1362,1362,0,3,90,60,Friday,6,0.75
1363,1363,1,2,60,43,Friday,6,0.6980000000000002
1364,1364,1,7,120,82,Friday,6,0.7320000000000001
1365,1365,2,5,100,67,Friday,6,0.7460000000000001
1366,1366,3,4,50,32,Friday,6,0.7809999999999999
1367,1367,3,10,100,61,Friday,6,0.8200000000000001
1368,1368,4,5,100,56,Friday,6,0.893
1369,1369,4,6,90,55,Friday,6,0.8165999999999999
1370,1370,5,8,50,39,Friday,6,0.6409999999999999
1371,1371,5,12,100,75,Friday,6,0.6669999999999999
1372,1372,6,7,70,50,Friday,6,0.7000000000000001
1373,1373,7,9,140,95,Friday,6,0.737
1374,1374,8,9,80,57,Friday,6,0.7020000000000001
1375,1375,9,11,90,66,Friday,6,0.6820000000000002
1376,1376,9,13,120,77,Friday,6,0.7769999999999999
1377,1377,10,11,100,61,Friday,6,0.8200000000000001
1378,1378,10,13,50,39,Friday,6,0.6409999999999999
1379,1379,11,12,130,65,Friday,6,1.0
1380,1380,0,1,80,60,Friday,8,0.6669999999999999
1381,1381,0,2,70,38,Friday,8,0.9209999999999997
1382,1382,0,3,100,74,Friday,8,0.676
1383,1383,1,2,50,30,Friday,8,0.833
1384,1384,1,7,50,36,Friday,8,0.6940000000000001
1385,1385,2,5,70,52,Friday,8,0.6729999999999999
1386,1386,3,4,50,26,Friday,8,0.962
1387,1387,3,10,70,41,Friday,8,0.8540000000000003
1388,1388,4,5,140,91,Friday,8,0.769
1389,1389,4,6,50,27,Friday,8,0.9259999999999999
1390,1390,5,8,50,34,Friday,8,0.7350000000000001
1391,1391,5,12,110,61,Friday,8,0.8989999999999998
1392,1392,6,7,120,94,Friday,8,0.6387
1393,1393,7,9,110,87,Friday,8,0.6319999999999999
1394,1394,8,9,120,95,Friday,8,0.6319999999999999
1395,1395,9,11,140,111,Friday,8,0.6310000000000001
1396,1396,9,13,70,43,Friday,8,0.8140000000000001
1397,1397,10,11,60,30,Friday,8,1.0
1398,1398,10,13,80,45,Friday,8,0.889
1399,1399,11,12,60,37,Friday,8,0.8109999999999999
1400,1400,0,1,140,135,Friday,10,0.519
1401,1401,0,2,70,60,Friday,10,0.5830000000000001
1402,1402,0,3,50,44,Friday,10,0.5679999999999998
1403,1403,1,2,130,127,Friday,10,0.5120000000000001
1404,1404,1,7,140,107,Friday,10,0.6546000000000001
1405,1405,2,5,60,57,Friday,10,0.5259999999999999
1406,1406,3,4,60,46,Friday,10,0.652
1407,1407,3,10,100,70,Friday,10,0.7140000000000002
1408,1408,4,5,120,99,Friday,10,0.606
1409,1409,4,6,70,64,Friday,10,0.5469999999999999
1410,1410,5,8,120,90,Friday,10,0.6669999999999999
1411,1411,5,12,140,105,Friday,10,0.6657
1412,1412,6,7,60,49,Friday,10,0.612
1413,1413,7,9,80,62,Friday,10,0.645
1414,1414,8,9,100,83,Friday,10,0.6020000000000001
1415,1415,9,11,90,83,Friday,10,0.5419999999999999
1416,1416,9,13,110,82,Friday,10,0.671
1417,1417,10,11,120,87,Friday,10,0.6891999999999998
1418,1418,10,13,80,79,Friday,10,0.5060000000000001
1419,1419,11,12,130,95,Friday,10,0.684
1420,1420,0,1,100,71,Friday,12,0.704
1421,1421,0,2,50,39,Friday,12,0.6409999999999999
1422,1422,0,3,120,109,Friday,12,0.5499999999999999
1423,1423,1,2,60,58,Friday,12,0.5170000000000001
1424,1424,1,7,140,102,Friday,12,0.6859999999999999
1425,1425,2,5,50,49,Friday,12,0.5099999999999999
1426,1426,3,4,120,100,Friday,12,0.5999999999999999
1427,1427,3,10,100,84,Friday,12,0.595
1428,1428,4,5,110,97,Friday,12,0.5670000000000001
1429,1429,4,6,70,69,Friday,12,0.5069999999999999
1430,1430,5,8,130,92,Friday,12,0.7070000000000001
1431,1431,5,12,90,70,Friday,12,0.6429999999999999
1432,1432,6,7,140,108,Friday,12,0.6479999999999999
1433,1433,7,9,60,44,Friday,12,0.6820000000000002
1434,1434,8,9,110,93,Friday,12,0.5898000000000001
1435,1435,9,11,110,103,Friday,12,0.5339999999999999
1436,1436,9,13,60,48,Friday,12,0.625
1437,1437,10,11,80,70,Friday,12,0.571
1438,1438,10,13,140,136,Friday,12,0.5149999999999999
1439,1439,11,12,100,97,Friday,12,0.515
1440,1440,0,1,100,87,Friday,14,0.5750000000000001
1441,1441,0,2,100,88,Friday,14,0.5679999999999998
1442,1442,0,3,60,51,Friday,14,0.588
1443,1443,1,2,90,68,Friday,14,0.662
1444,1444,1,7,120,114,Friday,14,0.5259999999999999
1445,1445,2,5,140,103,Friday,14,0.6799999999999999
1446,1446,3,4,60,59,Friday,14,0.508
1447,1447,3,10,60,45,Friday,14,0.6669999999999999
1448,1448,4,5,140,112,Friday,14,0.625
1449,1449,4,6,50,47,Friday,14,0.532
1450,1450,5,8,100,97,Friday,14,0.515
1451,1451,5,12,60,46,Friday,14,0.652
1452,1452,6,7,80,70,Friday,14,0.571
1453,1453,7,9,50,39,Friday,14,0.6409999999999999
1454,1454,8,9,140,128,Friday,14,0.5469999999999999
1455,1455,9,11,140,116,Friday,14,0.6029999999999999
1456,1456,9,13,80,73,Friday,14,0.5479999999999999
1457,1457,10,11,100,97,Friday,14,0.515
1458,1458,10,13,80,66,Friday,14,0.606
1459,1459,11,12,110,104,Friday,14,0.529
1460,1460,0,1,110,90,Friday,16,0.6109999999999999
1461,1461,0,2,110,85,Friday,16,0.6456000000000001
1462,1462,0,3,130,122,Friday,16,0.5329999999999998
1463,1463,1,2,90,64,Friday,16,0.7030000000000002
1464,1464,1,7,130,117,Friday,16,0.556
1465,1465,2,5,140,112,Friday,16,0.625
1466,1466,3,4,70,54,Friday,16,0.6479999999999999
1467,1467,3,10,140,124,Friday,16,0.5649999999999998
1468,1468,4,5,140,133,Friday,16,0.5259999999999999
1469,1469,4,6,110,108,Friday,16,0.509
1470,1470,5,8,100,84,Friday,16,0.5942999999999998
1471,1471,5,12,100,71,Friday,16,0.704
1472,1472,6,7,80,66,Friday,16,0.606
1473,1473,7,9,140,118,Friday,16,0.593
1474,1474,8,9,60,58,Friday,16,0.5170000000000001
1475,1475,9,11,130,98,Friday,16,0.663
1476,1476,9,13,50,40,Friday,16,0.625
1477,1477,10,11,90,78,Friday,16,0.5770000000000001
1478,1478,10,13,100,98,Friday,16,0.5099999999999999
1479,1479,11,12,110,80,Friday,16,0.6879999999999998
1480,1480,0,1,140,110,Friday,18,0.636
1481,1481,0,2,50,48,Friday,18,0.521
1482,1482,0,3,60,47,Friday,18,0.638
1483,1483,1,2,60,49,Friday,18,0.612
1484,1484,1,7,80,64,Friday,18,0.625
1485,1485,2,5,120,110,Friday,18,0.545
1486,1486,3,4,90,82,Friday,18,0.5489999999999998
1487,1487,3,10,120,97,Friday,18,0.6195999999999999
1488,1488,4,5,140,104,Friday,18,0.6737
1489,1489,4,6,50,43,Friday,18,0.5809999999999998
1490,1490,5,8,140,138,Friday,18,0.5071
1491,1491,5,12,90,76,Friday,18,0.5920000000000001
1492,1492,6,7,140,134,Friday,18,0.5220000000000001
1493,1493,7,9,130,96,Friday,18,0.6769999999999998
1494,1494,8,9,140,121,Friday,18,0.5793999999999999
1495,1495,9,11,60,53,Friday,18,0.5660000000000001
1496,1496,9,13,100,93,Friday,18,0.5389999999999999
1497,1497,10,11,140,117,Friday,18,0.597
1498,1498,10,13,90,81,Friday,18,0.556
1499,1499,11,12,110,89,Friday,18,0.6187000000000001
1500,1500,0,1,120,82,Friday,20,0.7338
1501,1501,0,2,60,44,Friday,20,0.6820000000000002
1502,1502,0,3,60,39,Friday,20,0.769
1503,1503,1,2,50,31,Friday,20,0.8059999999999998
1504,1504,1,7,140,82,Friday,20,0.8540000000000001
1505,1505,2,5,100,53,Friday,20,0.9429999999999998
1506,1506,3,4,130,103,Friday,20,0.6316000000000002
1507,1507,3,10,90,56,Friday,20,0.8026
1508,1508,4,5,60,45,Friday,20,0.6669999999999999
1509,1509,4,6,80,40,Friday,20,1.0
1510,1510,5,8,90,46,Friday,20,0.978
1511,1511,5,12,120,73,Friday,20,0.8231999999999999
1512,1512,6,7,50,37,Friday,20,0.676
1513,1513,7,9,120,86,Friday,20,0.6980000000000001
1514,1514,8,9,60,34,Friday,20,0.8819999999999999
1515,1515,9,11,100,56,Friday,20,0.893
1516,1516,9,13,90,60,Friday,20,0.75
1517,1517,10,11,140,90,Friday,20,0.7753000000000002
1518,1518,10,13,100,50,Friday,20,0.998
1519,1519,11,12,130,68,Friday,20,0.9504999999999999
1520,1520,0,1,140,82,Friday,22,0.8540000000000001
1521,1521,0,2,110,81,Friday,22,0.6790000000000002
1522,1522,0,3,70,53,Friday,22,0.66
1523,1523,1,2,60,37,Friday,22,0.8109999999999999
1524,1524,1,7,140,95,Friday,22,0.7394000000000001
1525,1525,2,5,100,74,Friday,22,0.6769000000000001
1526,1526,3,4,60,36,Friday,22,0.833
1527,1527,3,10,90,57,Friday,22,0.7863999999999999
1528,1528,4,5,80,45,Friday,22,0.8871
1529,1529,4,6,70,45,Friday,22,0.778
1530,1530,5,8,90,52,Friday,22,0.865
1531,1531,5,12,80,61,Friday,22,0.6570999999999998
1532,1532,6,7,80,63,Friday,22,0.6369999999999999
1533,1533,7,9,110,67,Friday,22,0.8246999999999998
1534,1534,8,9,130,72,Friday,22,0.9168000000000001
1535,1535,9,11,130,92,Friday,22,0.707
1536,1536,9,13,130,97,Friday,22,0.6715
1537,1537,10,11,70,50,Friday,22,0.7000000000000001
1538,1538,10,13,140,96,Friday,22,0.7290000000000001
1539,1539,11,12,60,37,Friday,22,0.8109999999999999
1540,1540,0,1,140,104,Friday,24,0.6723999999999999
1541,1541,0,2,140,109,Friday,24,0.6420000000000001
1542,1542,0,3,90,46,Friday,24,0.978
1543,1543,1,2,110,61,Friday,24,0.9004999999999999
1544,1544,1,7,60,33,Friday,24,0.9090000000000004
1545,1545,2,5,60,38,Friday,24,0.7889999999999999
1546,1546,3,4,50,27,Friday,24,0.9259999999999999
