,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
1058,1058,10,13,130,65,Thrusday,0,1.0
1059,1059,11,12,100,52,Thrusday,0,0.962
1060,1060,0,1,110,61,Thrusday,2,0.8989999999999998
1061,1061,0,2,110,87,Thrusday,2,0.6319999999999999
1062,1062,0,3,70,42,Thrusday,2,0.833
1063,1063,1,2,120,80,Thrusday,2,0.75
1064,1064,1,7,50,28,Thrusday,2,0.8930000000000003
1065,1065,2,5,120,76,Thrusday,2,0.7900999999999999
1066,1066,3,4,60,36,Thrusday,2,0.833
1067,1067,3,10,110,71,Thrusday,2,0.7750000000000001
1068,1068,4,5,140,90,Thrusday,2,0.7779999999999999
1069,1069,4,6,140,106,Thrusday,2,0.66
1070,1070,5,8,120,67,Thrusday,2,0.8960000000000001
1071,1071,5,12,110,65,Thrusday,2,0.8446999999999999
1072,1072,6,7,120,69,Thrusday,2,0.8712
1073,1073,7,9,90,53,Thrusday,2,0.849
1074,1074,8,9,130,95,Thrusday,2,0.684
1075,1075,9,11,70,48,Thrusday,2,0.7290000000000001
1076,1076,9,13,70,51,Thrusday,2,0.6859999999999999
1077,1077,10,11,120,60,Thrusday,2,1.0
1078,1078,10,13,80,50,Thrusday,2,0.8000000000000002
1079,1079,11,12,120,84,Thrusday,2,0.7140000000000003
1080,1080,0,1,140,90,Thrusday,4,0.7779999999999999
1081,1081,0,2,130,92,Thrusday,4,0.7076
1082,1082,0,3,130,73,Thrusday,4,0.8899999999999999
1083,1083,1,2,90,67,Thrusday,4,0.6719999999999999
1084,1084,1,7,50,38,Thrusday,4,0.658
1085,1085,2,5,90,56,Thrusday,4,0.804
1086,1086,3,4,70,40,Thrusday,4,0.875
1087,1087,3,10,140,96,Thrusday,4,0.7290000000000001
1088,1088,4,5,120,61,Thrusday,4,0.9872
1089,1089,4,6,70,53,Thrusday,4,0.66
1090,1090,5,8,140,79,Thrusday,4,0.8859999999999999
1091,1091,5,12,120,63,Thrusday,4,0.9520000000000002
1092,1092,6,7,60,40,Thrusday,4,0.75
1093,1093,7,9,80,52,Thrusday,4,0.7705
1094,1094,8,9,80,62,Thrusday,4,0.6449999999999999
1095,1095,9,11,100,53,Thrusday,4,0.9429999999999998
1096,1096,9,13,120,69,Thrusday,4,0.8712
1097,1097,10,11,110,87,Thrusday,4,0.6319999999999999
1098,1098,10,13,80,61,Thrusday,4,0.6559999999999998
1099,1099,11,12,60,41,Thrusday,4,0.732
1100,1100,0,1,60,35,Thrusday,6,0.857
1101,1101,0,2,110,75,Thrusday,6,0.7339999999999999
1102,1102,0,3,90,48,Thrusday,6,0.938
1103,1103,1,2,50,35,Thrusday,6,0.7140000000000003
1104,1104,1,7,130,67,Thrusday,6,0.9686
1105,1105,2,5,80,61,Thrusday,6,0.6559999999999998
1106,1106,3,4,120,85,Thrusday,6,0.7052
1107,1107,3,10,130,71,Thrusday,6,0.9164000000000001
1108,1108,4,5,130,72,Thrusday,6,0.9030000000000001
1109,1109,4,6,90,59,Thrusday,6,0.7616999999999999
1110,1110,5,8,50,29,Thrusday,6,0.8619999999999999
1111,1111,5,12,80,61,Thrusday,6,0.6559999999999998
1112,1112,6,7,50,28,Thrusday,6,0.8930000000000003
1113,1113,7,9,100,58,Thrusday,6,0.8619999999999999
1114,1114,8,9,70,38,Thrusday,6,0.9209999999999997
1115,1115,9,11,140,76,Thrusday,6,0.9209999999999999
1116,1116,9,13,70,51,Thrusday,6,0.6859999999999999
1117,1117,10,11,120,78,Thrusday,6,0.771
1118,1118,10,13,130,85,Thrusday,6,0.7658999999999999
1119,1119,11,12,60,40,Thrusday,6,0.75
1120,1120,0,1,60,40,Thrusday,8,0.75
1121,1121,0,2,100,57,Thrusday,8,0.877
1122,1122,0,3,60,37,Thrusday,8,0.8109999999999999
1123,1123,1,2,110,86,Thrusday,8,0.6399999999999999
1124,1124,1,7,120,83,Thrusday,8,0.723
1125,1125,2,5,50,35,Thrusday,8,0.7140000000000003
1126,1126,3,4,60,47,Thrusday,8,0.638
1127,1127,3,10,110,55,Thrusday,8,0.9927999999999999
1128,1128,4,5,80,50,Thrusday,8,0.8000000000000002
1129,1129,4,6,50,35,Thrusday,8,0.7140000000000003
1130,1130,5,8,60,42,Thrusday,8,0.7140000000000002
1131,1131,5,12,70,36,Thrusday,8,0.9719999999999998
1132,1132,6,7,110,77,Thrusday,8,0.7140000000000002
1133,1133,7,9,130,76,Thrusday,8,0.8550000000000002
1134,1134,8,9,80,57,Thrusday,8,0.7020000000000001
1135,1135,9,11,60,36,Thrusday,8,0.833
1136,1136,9,13,100,65,Thrusday,8,0.769
1137,1137,10,11,120,66,Thrusday,8,0.9104000000000001
1138,1138,10,13,80,40,Thrusday,8,1.0
1139,1139,11,12,140,97,Thrusday,8,0.7219999999999999
1140,1140,0,1,90,71,Thrusday,10,0.6340000000000001
1141,1141,0,2,90,82,Thrusday,10,0.5489999999999998
1142,1142,0,3,100,79,Thrusday,10,0.633
1143,1143,1,2,80,64,Thrusday,10,0.625
1144,1144,1,7,130,119,Thrusday,10,0.5465000000000002
1145,1145,2,5,60,48,Thrusday,10,0.625
1146,1146,3,4,100,71,Thrusday,10,0.704
1147,1147,3,10,50,41,Thrusday,10,0.61
1148,1148,4,5,100,79,Thrusday,10,0.633
1149,1149,4,6,80,76,Thrusday,10,0.5259999999999999
1150,1150,5,8,100,89,Thrusday,10,0.5620000000000002
1151,1151,5,12,90,71,Thrusday,10,0.6340000000000001
1152,1152,6,7,140,120,Thrusday,10,0.5817000000000001
1153,1153,7,9,140,139,Thrusday,10,0.5039999999999999
1154,1154,8,9,70,67,Thrusday,10,0.5220000000000001
1155,1155,9,11,70,66,Thrusday,10,0.5300000000000001
1156,1156,9,13,60,59,Thrusday,10,0.508
1157,1157,10,11,60,50,Thrusday,10,0.5999999999999999
1158,1158,10,13,60,50,Thrusday,10,0.5999999999999999
1159,1159,11,12,120,106,Thrusday,10,0.566
1160,1160,0,1,130,112,Thrusday,12,0.5801000000000001
1161,1161,0,2,90,78,Thrusday,12,0.5770000000000001
1162,1162,0,3,50,43,Thrusday,12,0.5809999999999998
1163,1163,1,2,100,73,Thrusday,12,0.6850000000000002
1164,1164,1,7,70,67,Thrusday,12,0.5220000000000001
1165,1165,2,5,110,100,Thrusday,12,0.5499999999999999
1166,1166,3,4,110,108,Thrusday,12,0.509
1167,1167,3,10,100,78,Thrusday,12,0.6409999999999999
1168,1168,4,5,120,113,Thrusday,12,0.5309999999999999
1169,1169,4,6,110,108,Thrusday,12,0.509
1170,1170,5,8,80,69,Thrusday,12,0.58
1171,1171,5,12,70,57,Thrusday,12,0.614
1172,1172,6,7,120,113,Thrusday,12,0.5309999999999999
1173,1173,7,9,80,67,Thrusday,12,0.5970000000000001
1174,1174,8,9,90,65,Thrusday,12,0.6920000000000001
1175,1175,9,11,110,108,Thrusday,12,0.509
1176,1176,9,13,80,61,Thrusday,12,0.6559999999999998
1177,1177,10,11,60,50,Thrusday,12,0.5999999999999999
1178,1178,10,13,110,85,Thrusday,12,0.6470000000000001
1179,1179,11,12,50,40,Thrusday,12,0.625
1180,1180,0,1,120,91,Thrusday,14,0.6590999999999999
1181,1181,0,2,110,92,Thrusday,14,0.598
1182,1182,0,3,110,97,Thrusday,14,0.5670000000000001
1183,1183,1,2,110,87,Thrusday,14,0.6319999999999999
1184,1184,1,7,60,53,Thrusday,14,0.5660000000000001
1185,1185,2,5,100,95,Thrusday,14,0.5259999999999999
1186,1186,3,4,110,99,Thrusday,14,0.5565
1187,1187,3,10,140,109,Thrusday,14,0.6420000000000001
1188,1188,4,5,50,48,Thrusday,14,0.521
1189,1189,4,6,120,117,Thrusday,14,0.513
1190,1190,5,8,90,66,Thrusday,14,0.6820000000000002
1191,1191,5,12,130,123,Thrusday,14,0.5280000000000001
1192,1192,6,7,60,49,Thrusday,14,0.612
1193,1193,7,9,140,100,Thrusday,14,0.7
1194,1194,8,9,100,85,Thrusday,14,0.588
1195,1195,9,11,130,112,Thrusday,14,0.58
1196,1196,9,13,70,55,Thrusday,14,0.636
1197,1197,10,11,100,88,Thrusday,14,0.5679999999999998
1198,1198,10,13,130,99,Thrusday,14,0.657
1199,1199,11,12,130,121,Thrusday,14,0.537
1200,1200,0,1,140,124,Thrusday,16,0.5649999999999998
1201,1201,0,2,60,58,Thrusday,16,0.5170000000000001
1202,1202,0,3,70,66,Thrusday,16,0.5300000000000001
1203,1203,1,2,110,105,Thrusday,16,0.524
1204,1204,1,7,130,128,Thrusday,16,0.5072000000000001
1205,1205,2,5,130,100,Thrusday,16,0.6500000000000001
1206,1206,3,4,60,44,Thrusday,16,0.6820000000000002
1207,1207,3,10,80,68,Thrusday,16,0.588
1208,1208,4,5,60,58,Thrusday,16,0.5170000000000001
1209,1209,4,6,120,97,Thrusday,16,0.6195999999999999
1210,1210,5,8,140,110,Thrusday,16,0.6345000000000001
1211,1211,5,12,70,61,Thrusday,16,0.574
1212,1212,6,7,60,54,Thrusday,16,0.556
1213,1213,7,9,120,90,Thrusday,16,0.6669999999999999
1214,1214,8,9,90,71,Thrusday,16,0.6340000000000001
1215,1215,9,11,120,91,Thrusday,16,0.6590999999999999
1216,1216,9,13,80,57,Thrusday,16,0.7020000000000001
1217,1217,10,11,100,99,Thrusday,16,0.505
1218,1218,10,13,50,44,Thrusday,16,0.5679999999999998
1219,1219,11,12,140,126,Thrusday,16,0.5559000000000001
1220,1220,0,1,140,133,Thrusday,18,0.5259999999999999
1221,1221,0,2,60,44,Thrusday,18,0.6820000000000002
1222,1222,0,3,80,61,Thrusday,18,0.6559999999999998
1223,1223,1,2,70,54,Thrusday,18,0.6479999999999999
1224,1224,1,7,70,62,Thrusday,18,0.5649999999999998
1225,1225,2,5,140,116,Thrusday,18,0.6029999999999999
1226,1226,3,4,140,120,Thrusday,18,0.5826
1227,1227,3,10,90,65,Thrusday,18,0.6920000000000001
1228,1228,4,5,140,125,Thrusday,18,0.5600000000000002
1229,1229,4,6,80,71,Thrusday,18,0.5629999999999998
1230,1230,5,8,60,50,Thrusday,18,0.5999999999999999
1231,1231,5,12,130,101,Thrusday,18,0.644
1232,1232,6,7,50,38,Thrusday,18,0.6579999999999998
1233,1233,7,9,70,58,Thrusday,18,0.6029999999999999
1234,1234,8,9,130,114,Thrusday,18,0.57
1235,1235,9,11,50,37,Thrusday,18,0.676
1236,1236,9,13,100,97,Thrusday,18,0.515
1237,1237,10,11,60,53,Thrusday,18,0.5660000000000001
1238,1238,10,13,110,90,Thrusday,18,0.6109999999999999
1239,1239,11,12,100,77,Thrusday,18,0.6498999999999999
1240,1240,0,1,130,78,Thrusday,20,0.833
1241,1241,0,2,100,64,Thrusday,20,0.7809999999999999
1242,1242,0,3,60,38,Thrusday,20,0.7889999999999999
1243,1243,1,2,130,90,Thrusday,20,0.7219999999999999
1244,1244,1,7,80,44,Thrusday,20,0.907
1245,1245,2,5,80,60,Thrusday,20,0.6669999999999999
1246,1246,3,4,80,57,Thrusday,20,0.7020000000000001
1247,1247,3,10,140,79,Thrusday,20,0.885
1248,1248,4,5,100,61,Thrusday,20,0.8238
1249,1249,4,6,140,102,Thrusday,20,0.6855
1250,1250,5,8,50,39,Thrusday,20,0.6409999999999999
1251,1251,5,12,100,77,Thrusday,20,0.6466000000000001
1252,1252,6,7,70,40,Thrusday,20,0.875
1253,1253,7,9,140,91,Thrusday,20,0.7658
1254,1254,8,9,130,69,Thrusday,20,0.9434000000000001
1255,1255,9,11,130,95,Thrusday,20,0.6854
1256,1256,9,13,100,79,Thrusday,20,0.633
1257,1257,10,11,130,102,Thrusday,20,0.6383000000000001
1258,1258,10,13,50,27,Thrusday,20,0.9259999999999999
1259,1259,11,12,100,67,Thrusday,20,0.7529999999999999
1260,1260,0,1,140,86,Thrusday,22,0.8140000000000001
1261,1261,0,2,120,61,Thrusday,22,0.9794
1262,1262,0,3,130,101,Thrusday,22,0.6446000000000001
1263,1263,1,2,60,34,Thrusday,22,0.8819999999999999
1264,1264,1,7,110,72,Thrusday,22,0.7640000000000001
1265,1265,2,5,120,75,Thrusday,22,0.8010999999999999
1266,1266,3,4,70,41,Thrusday,22,0.8540000000000001
1267,1267,3,10,50,32,Thrusday,22,0.7809999999999998
1268,1268,4,5,140,96,Thrusday,22,0.7290000000000001
1269,1269,4,6,90,55,Thrusday,22,0.8179999999999998
1270,1270,5,8,100,78,Thrusday,22,0.6401999999999999
1271,1271,5,12,100,55,Thrusday,22,0.909
1272,1272,6,7,120,86,Thrusday,22,0.6980000000000001
1273,1273,7,9,130,80,Thrusday,22,0.8164000000000001
1274,1274,8,9,140,94,Thrusday,22,0.7466
1275,1275,9,11,120,95,Thrusday,22,0.6331999999999999
1276,1276,9,13,50,37,Thrusday,22,0.676
1277,1277,10,11,110,66,Thrusday,22,0.8369
1278,1278,10,13,140,79,Thrusday,22,0.8838999999999999
1279,1279,11,12,140,107,Thrusday,22,0.654
1280,1280,0,1,120,67,Thrusday,24,0.8945999999999998
1281,1281,0,2,120,71,Thrusday,24,0.8392999999999999
1282,1282,0,3,90,52,Thrusday,24,0.865
1283,1283,1,2,70,54,Thrusday,24,0.6479999999999999
1284,1284,1,7,100,63,Thrusday,24,0.7952
1285,1285,2,5,140,90,Thrusday,24,0.7771000000000002
1286,1286,3,4,70,43,Thrusday,24,0.8085000000000001
1287,1287,3,10,70,44,Thrusday,24,0.7952
1288,1288,4,5,50,31,Thrusday,24,0.8059999999999998
1289,1289,4,6,90,54,Thrusday,24,0.833
1290,1290,5,8,80,53,Thrusday,24,0.755
1291,1291,5,12,60,36,Thrusday,24,0.833
1292,1292,6,7,50,38,Thrusday,24,0.6597999999999999
1293,1293,7,9,100,71,Thrusday,24,0.703
1294,1294,8,9,120,73,Thrusday,24,0.8210000000000001
1295,1295,9,11,80,62,Thrusday,24,0.6449999999999999
1296,1296,9,13,130,102,Thrusday,24,0.6383000000000001
1297,1297,10,11,80,41,Thrusday,24,0.9759999999999998
1298,1298,10,13,80,47,Thrusday,24,0.851
1299,1299,11,12,130,77,Thrusday,24,0.8440000000000001
1300,1300,0,1,100,54,Friday,0,0.9259999999999999
1301,1301,0,2,130,73,Friday,0,0.8899999999999999
1302,1302,0,3,130,85,Friday,0,0.7658999999999999
1303,1303,1,2,110,79,Friday,0,0.6968999999999999
1304,1304,1,7,70,46,Friday,0,0.7609999999999999
1305,1305,2,5,120,88,Friday,0,0.6812000000000001
1306,1306,3,4,60,37,Friday,0,0.8109999999999999
1307,1307,3,10,90,55,Friday,0,0.8179999999999998
1308,1308,4,5,90,48,Friday,0,0.938
1309,1309,4,6,140,96,Friday,0,0.7290000000000001
1310,1310,5,8,50,29,Friday,0,0.8619999999999999
1311,1311,5,12,130,89,Friday,0,0.7292
1312,1312,6,7,50,32,Friday,0,0.7809999999999999
1313,1313,7,9,140,99,Friday,0,0.707
1314,1314,8,9,70,44,Friday,0,0.795
1315,1315,9,11,80,62,Friday,0,0.6449999999999999
1316,1316,9,13,50,31,Friday,0,0.8059999999999998
1317,1317,10,11,50,37,Friday,0,0.676
1318,1318,10,13,60,31,Friday,0,0.968
1319,1319,11,12,140,90,Friday,0,0.7779999999999999
1320,1320,0,1,80,57,Friday,2,0.7020000000000001
1321,1321,0,2,120,88,Friday,2,0.6812000000000001
1322,1322,0,3,140,79,Friday,2,0.8859999999999999
1323,1323,1,2,80,46,Friday,2,0.8699999999999999
1324,1324,1,7,130,86,Friday,2,0.7569000000000001
1325,1325,2,5,90,59,Friday,2,0.7616999999999999
1326,1326,3,4,100,55,Friday,2,0.9090000000000001
1327,1327,3,10,120,82,Friday,2,0.7320000000000001
1328,1328,4,5,100,79,Friday,2,0.633
1329,1329,4,6,70,38,Friday,2,0.9209999999999997
1330,1330,5,8,90,66,Friday,2,0.6820000000000002
1331,1331,5,12,130,88,Friday,2,0.739
1332,1332,6,7,130,77,Friday,2,0.8440000000000001
1333,1333,7,9,90,50,Friday,2,0.9000000000000001
1334,1334,8,9,50,28,Friday,2,0.8930000000000003
1335,1335,9,11,90,48,Friday,2,0.938
1336,1336,9,13,70,52,Friday,2,0.6729999999999999
1337,1337,10,11,120,66,Friday,2,0.9090000000000001
1338,1338,10,13,60,45,Friday,2,0.6669999999999999
1339,1339,11,12,80,63,Friday,2,0.6349999999999999
1340,1340,0,1,80,50,Friday,4,0.8000000000000002
1341,1341,0,2,70,42,Friday,4,0.833
1342,1342,0,3,50,38,Friday,4,0.658
1343,1343,1,2,90,70,Friday,4,0.6438999999999999
1344,1344,1,7,70,35,Friday,4,1.0
1345,1345,2,5,120,92,Friday,4,0.652
1346,1346,3,4,60,41,Friday,4,0.732
1347,1347,3,10,110,69,Friday,4,0.7969999999999999
1348,1348,4,5,110,80,Friday,4,0.6879999999999998
1349,1349,4,6,60,33,Friday,4,0.909
1350,1350,5,8,70,54,Friday,4,0.6479999999999999
1351,1351,5,12,140,71,Friday,4,0.9874
1352,1352,6,7,140,76,Friday,4,0.9209999999999999
1353,1353,7,9,110,84,Friday,4,0.6550000000000001
1354,1354,8,9,90,63,Friday,4,0.7140000000000002
1355,1355,9,11,50,34,Friday,4,0.7350000000000001
1356,1356,9,13,120,63,Friday,4,0.9520000000000002
1357,1357,10,11,70,47,Friday,4,0.745
1358,1358,10,13,60,46,Friday,4,0.652
1359,1359,11,12,100,51,Friday,4,0.9800000000000002
1360,1360,0,1,120,79,Friday,6,0.7590000000000001
1361,1361,0,2,50,27,Friday,6,0.9259999999999999
1362,1362,0,3,140,76,Friday,6,0.9209999999999999
1363,1363,1,2,120,86,Friday,6,0.6980000000000001
1364,1364,1,7,60,32,Friday,6,0.9380000000000001
1365,1365,2,5,130,101,Friday,6,0.6446000000000001
1366,1366,3,4,70,44,Friday,6,0.795
1367,1367,3,10,50,32,Friday,6,0.7809999999999999
1368,1368,4,5,110,61,Friday,6,0.8989999999999998
1369,1369,4,6,90,46,Friday,6,0.978
1370,1370,5,8,60,45,Friday,6,0.6669999999999999
1371,1371,5,12,140,72,Friday,6,0.9719999999999999
1372,1372,6,7,140,106,Friday,6,0.66
1373,1373,7,9,60,39,Friday,6,0.769
1374,1374,8,9,110,85,Friday,6,0.6470000000000001
1375,1375,9,11,50,28,Friday,6,0.8930000000000003
1376,1376,9,13,80,59,Friday,6,0.6779999999999999
1377,1377,10,11,140,101,Friday,6,0.6929999999999998
1378,1378,10,13,120,72,Friday,6,0.8342
1379,1379,11,12,130,82,Friday,6,0.793
1380,1380,0,1,70,51,Friday,8,0.6874
1381,1381,0,2,100,55,Friday,8,0.9090000000000001
1382,1382,0,3,60,32,Friday,8,0.9380000000000001
1383,1383,1,2,60,41,Friday,8,0.732
1384,1384,1,7,80,50,Friday,8,0.8000000000000002
1385,1385,2,5,120,80,Friday,8,0.75
1386,1386,3,4,100,79,Friday,8,0.633
1387,1387,3,10,70,55,Friday,8,0.636
1388,1388,4,5,50,38,Friday,8,0.658
1389,1389,4,6,90,62,Friday,8,0.726
1390,1390,5,8,120,83,Friday,8,0.723
1391,1391,5,12,140,78,Friday,8,0.8982000000000001
1392,1392,6,7,60,40,Friday,8,0.75
1393,1393,7,9,130,66,Friday,8,0.9850000000000001
1394,1394,8,9,100,53,Friday,8,0.9429999999999998
1395,1395,9,11,90,51,Friday,8,0.8819999999999999
1396,1396,9,13,140,101,Friday,8,0.6929999999999998
1397,1397,10,11,120,86,Friday,8,0.6980000000000001
1398,1398,10,13,50,32,Friday,8,0.7809999999999999
1399,1399,11,12,60,38,Friday,8,0.7889999999999999
1400,1400,0,1,100,77,Friday,10,0.6498999999999999
1401,1401,0,2,140,123,Friday,10,0.569
1402,1402,0,3,120,111,Friday,10,0.5405000000000001
1403,1403,1,2,140,128,Friday,10,0.5469999999999999
1404,1404,1,7,120,103,Friday,10,0.5830000000000001
1405,1405,2,5,130,97,Friday,10,0.6714
1406,1406,3,4,100,85,Friday,10,0.588
1407,1407,3,10,90,84,Friday,10,0.5359999999999999
1408,1408,4,5,120,102,Friday,10,0.588
1409,1409,4,6,130,114,Friday,10,0.57
1410,1410,5,8,140,112,Friday,10,0.625
1411,1411,5,12,120,91,Friday,10,0.6590999999999999
1412,1412,6,7,110,97,Friday,10,0.5670000000000001
1413,1413,7,9,60,42,Friday,10,0.7140000000000003
1414,1414,8,9,50,40,Friday,10,0.625
1415,1415,9,11,50,45,Friday,10,0.556
1416,1416,9,13,80,76,Friday,10,0.5259999999999999
1417,1417,10,11,110,82,Friday,10,0.671
1418,1418,10,13,120,100,Friday,10,0.5999999999999999
1419,1419,11,12,80,74,Friday,10,0.5410000000000001
1420,1420,0,1,60,45,Friday,12,0.6669999999999999
1421,1421,0,2,60,53,Friday,12,0.5660000000000001
1422,1422,0,3,130,109,Friday,12,0.596
1423,1423,1,2,50,41,Friday,12,0.61
1424,1424,1,7,50,47,Friday,12,0.532
1425,1425,2,5,70,58,Friday,12,0.6029999999999999
1426,1426,3,4,80,69,Friday,12,0.58
1427,1427,3,10,110,109,Friday,12,0.5054
1428,1428,4,5,140,100,Friday,12,0.7
1429,1429,4,6,120,104,Friday,12,0.5770000000000001
1430,1430,5,8,110,89,Friday,12,0.618
1431,1431,5,12,80,60,Friday,12,0.6669999999999999
1432,1432,6,7,120,89,Friday,12,0.6748000000000002
1433,1433,7,9,130,100,Friday,12,0.6500000000000001
1434,1434,8,9,110,91,Friday,12,0.604
1435,1435,9,11,60,59,Friday,12,0.508
1436,1436,9,13,110,103,Friday,12,0.5339999999999999
1437,1437,10,11,70,62,Friday,12,0.5649999999999998
1438,1438,10,13,70,58,Friday,12,0.6029999999999999
1439,1439,11,12,60,58,Friday,12,0.5170000000000001
1440,1440,0,1,60,44,Friday,14,0.6820000000000002
1441,1441,0,2,110,87,Friday,14,0.6319999999999999
1442,1442,0,3,110,91,Friday,14,0.604
1443,1443,1,2,110,78,Friday,14,0.7068000000000001
1444,1444,1,7,50,47,Friday,14,0.532
1445,1445,2,5,130,124,Friday,14,0.5244
1446,1446,3,4,110,91,Friday,14,0.604
1447,1447,3,10,100,75,Friday,14,0.6669999999999999
1448,1448,4,5,110,88,Friday,14,0.625
1449,1449,4,6,140,117,Friday,14,0.598
1450,1450,5,8,100,81,Friday,14,0.617
1451,1451,5,12,50,48,Friday,14,0.521
1452,1452,6,7,80,79,Friday,14,0.5060000000000001
1453,1453,7,9,80,59,Friday,14,0.6779999999999999
1454,1454,8,9,100,75,Friday,14,0.6669999999999999
1455,1455,9,11,120,113,Friday,14,0.5309999999999999
1456,1456,9,13,80,62,Friday,14,0.645
1457,1457,10,11,80,67,Friday,14,0.5970000000000001
1458,1458,10,13,140,123,Friday,14,0.569
1459,1459,11,12,120,94,Friday,14,0.6386999999999999
1460,1460,0,1,140,105,Friday,16,0.6669999999999999
1461,1461,0,2,120,104,Friday,16,0.5770000000000001
1462,1462,0,3,50,36,Friday,16,0.6940000000000001
1463,1463,1,2,130,118,Friday,16,0.5520000000000002
1464,1464,1,7,60,46,Friday,16,0.652
1465,1465,2,5,50,46,Friday,16,0.543
1466,1466,3,4,140,124,Friday,16,0.5649999999999998
1467,1467,3,10,80,74,Friday,16,0.5410000000000001
1468,1468,4,5,80,70,Friday,16,0.571
1469,1469,4,6,120,107,Friday,16,0.5599999999999999
1470,1470,5,8,60,53,Friday,16,0.5660000000000001
1471,1471,5,12,110,90,Friday,16,0.6109999999999999
1472,1472,6,7,70,55,Friday,16,0.636
1473,1473,7,9,60,56,Friday,16,0.5359999999999999
1474,1474,8,9,50,38,Friday,16,0.6579999999999998
1475,1475,9,11,120,116,Friday,16,0.5170000000000001
1476,1476,9,13,80,68,Friday,16,0.588
1477,1477,10,11,50,49,Friday,16,0.5099999999999999
1478,1478,10,13,70,50,Friday,16,0.7000000000000001
1479,1479,11,12,130,129,Friday,16,0.5039999999999999
1480,1480,0,1,120,111,Friday,18,0.5409
1481,1481,0,2,100,97,Friday,18,0.515
1482,1482,0,3,130,91,Friday,18,0.7133000000000002
1483,1483,1,2,110,103,Friday,18,0.5339999999999999
1484,1484,1,7,50,39,Friday,18,0.6409999999999999
1485,1485,2,5,90,89,Friday,18,0.5060000000000001
1486,1486,3,4,130,99,Friday,18,0.657
1487,1487,3,10,140,139,Friday,18,0.5039999999999999
1488,1488,4,5,120,86,Friday,18,0.6979999999999998
1489,1489,4,6,70,60,Friday,18,0.5830000000000001
1490,1490,5,8,130,101,Friday,18,0.644
1491,1491,5,12,140,99,Friday,18,0.7070000000000001
1492,1492,6,7,80,56,Friday,18,0.7140000000000003
1493,1493,7,9,90,83,Friday,18,0.5419999999999999
1494,1494,8,9,80,57,Friday,18,0.7020000000000001
1495,1495,9,11,60,48,Friday,18,0.625
1496,1496,9,13,70,61,Friday,18,0.574
1497,1497,10,11,60,53,Friday,18,0.5660000000000001
1498,1498,10,13,130,96,Friday,18,0.6769999999999998
1499,1499,11,12,50,41,Friday,18,0.61
1500,1500,0,1,130,96,Friday,20,0.6770999999999999
1501,1501,0,2,50,33,Friday,20,0.758
1502,1502,0,3,140,111,Friday,20,0.6332000000000002
1503,1503,1,2,110,59,Friday,20,0.9320000000000002
1504,1504,1,7,50,34,Friday,20,0.7350000000000001
1505,1505,2,5,60,36,Friday,20,0.833
1506,1506,3,4,100,58,Friday,20,0.8619999999999999
1507,1507,3,10,70,35,Friday,20,1.0
1508,1508,4,5,70,53,Friday,20,0.66
1509,1509,4,6,100,77,Friday,20,0.6466000000000001
1510,1510,5,8,110,76,Friday,20,0.7249000000000001
1511,1511,5,12,100,75,Friday,20,0.6669999999999999
1512,1512,6,7,90,71,Friday,20,0.6358000000000001
1513,1513,7,9,50,37,Friday,20,0.676
1514,1514,8,9,140,87,Friday,20,0.8039999999999999
1515,1515,9,11,70,51,Friday,20,0.6859999999999999
1516,1516,9,13,100,55,Friday,20,0.909
1517,1517,10,11,140,104,Friday,20,0.6723999999999999
1518,1518,10,13,110,65,Friday,20,0.8472999999999999
1519,1519,11,12,90,57,Friday,20,0.7863999999999999
1520,1520,0,1,60,31,Friday,22,0.968
1521,1521,0,2,120,78,Friday,22,0.7670000000000001
1522,1522,0,3,110,79,Friday,22,0.6943999999999999
1523,1523,1,2,120,60,Friday,22,0.9923
1524,1524,1,7,140,89,Friday,22,0.787
1525,1525,2,5,130,86,Friday,22,0.7569
1526,1526,3,4,50,28,Friday,22,0.893
1527,1527,3,10,140,96,Friday,22,0.7290000000000001
1528,1528,4,5,90,62,Friday,22,0.726
1529,1529,4,6,110,55,Friday,22,1.0
1530,1530,5,8,140,71,Friday,22,0.9802000000000002
1531,1531,5,12,50,29,Friday,22,0.8619999999999999
1532,1532,6,7,120,91,Friday,22,0.6597999999999999
1533,1533,7,9,110,77,Friday,22,0.7140000000000002
1534,1534,8,9,50,39,Friday,22,0.6409999999999999
1535,1535,9,11,110,59,Friday,22,0.9320000000000002
1536,1536,9,13,140,82,Friday,22,0.8540000000000001
1537,1537,10,11,60,33,Friday,22,0.9090000000000004
1538,1538,10,13,60,33,Friday,22,0.9090000000000004
1539,1539,11,12,120,67,Friday,22,0.9019999999999999
1540,1540,0,1,60,35,Friday,24,0.857
1541,1541,0,2,110,75,Friday,24,0.7339999999999998
1542,1542,0,3,100,57,Friday,24,0.877
1543,1543,1,2,120,92,Friday,24,0.652
1544,1544,1,7,120,62,Friday,24,0.968
1545,1545,2,5,80,59,Friday,24,0.6779999999999999
1546,1546,3,4,80,41,Friday,24,0.9759999999999998
1547,1547,3,10,60,46,Friday,24,0.652
1548,1548,4,5,50,30,Friday,24,0.833
1549,1549,4,6,140,110,Friday,24,0.6373
1550,1550,5,8,80,48,Friday,24,0.833
1551,1551,5,12,130,81,Friday,24,0.8019999999999998
1552,1552,6,7,80,58,Friday,24,0.6899999999999998
