,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
7581,0,2,50,25,Monday,4,1.000
7582,0,3,80,57,Monday,4,0.702
7583,1,2,90,60,Monday,4,0.750
7584,1,7,60,45,Monday,4,0.667
7585,2,5,100,75,Monday,4,0.667
7586,3,4,120,91,Monday,4,0.659
7587,3,10,120,92,Monday,4,0.652
7588,4,5,60,38,Monday,4,0.789
7589,4,6,60,34,Monday,4,0.882
7590,5,8,90,46,Monday,4,0.978
7591,5,12,120,76,Monday,4,0.789
7592,6,7,80,52,Monday,4,0.769
7593,7,9,70,38,Monday,4,0.921
7594,8,9,120,70,Monday,4,0.857
7595,9,11,110,67,Monday,4,0.821
7596,9,13,130,99,Monday,4,0.657
7597,10,11,60,47,Monday,4,0.638
7598,10,13,110,59,Monday,4,0.932
7599,11,12,130,68,Monday,4,0.956
7600,0,1,50,36,Monday,6,0.694
7601,0,2,80,59,Monday,6,0.678
7602,0,3,120,92,Monday,6,0.652
7603,1,2,50,25,Monday,6,1.000
7604,1,7,100,79,Monday,6,0.633
7605,2,5,90,62,Monday,6,0.726
7606,3,4,90,65,Monday,6,0.692
7607,3,10,50,29,Monday,6,0.862
7608,4,5,110,60,Monday,6,0.917
7609,4,6,90,60,Monday,6,0.750
7610,5,8,60,32,Monday,6,0.938
7611,5,12,50,35,Monday,6,0.714
7612,6,7,70,37,Monday,6,0.946
7613,7,9,80,40,Monday,6,1.000
7614,8,9,120,69,Monday,6,0.870
7615,9,11,90,62,Monday,6,0.726
7616,9,13,50,37,Monday,6,0.676
7617,10,11,90,45,Monday,6,1.000
7618,10,13,110,79,Monday,6,0.696
7619,11,12,130,87,Monday,6,0.747
7620,0,1,120,62,Monday,8,0.968
7621,0,2,60,41,Monday,8,0.732
7622,0,3,120,65,Monday,8,0.923
7623,1,2,130,102,Monday,8,0.637
7624,1,7,60,35,Monday,8,0.857
7625,2,5,50,30,Monday,8,0.833
7626,3,4,120,66,Monday,8,0.909
7627,3,10,70,47,Monday,8,0.745
7628,4,5,120,65,Monday,8,0.923
7629,4,6,50,28,Monday,8,0.893
7630,5,8,90,49,Monday,8,0.918
7631,5,12,140,84,Monday,8,0.833
7632,6,7,110,68,Monday,8,0.809
7633,7,9,60,31,Monday,8,0.968
7634,8,9,70,50,Monday,8,0.700
7635,9,11,60,45,Monday,8,0.667
7636,9,13,130,86,Monday,8,0.756
7637,10,11,70,38,Monday,8,0.921
7638,10,13,120,64,Monday,8,0.938
7639,11,12,120,94,Monday,8,0.638
7640,0,1,110,77,Monday,10,0.714
7641,0,2,130,102,Monday,10,0.637
7642,0,3,100,75,Monday,10,0.667
7643,1,2,90,85,Monday,10,0.529
7644,1,7,120,102,Monday,10,0.588
7645,2,5,110,81,Monday,10,0.679
7646,3,4,80,62,Monday,10,0.645
7647,3,10,70,57,Monday,10,0.614
7648,4,5,80,75,Monday,10,0.533
7649,4,6,60,59,Monday,10,0.508
7650,5,8,50,45,Monday,10,0.556
7651,5,12,70,49,Monday,10,0.714
7652,6,7,100,79,Monday,10,0.633
7653,7,9,100,81,Monday,10,0.617
7654,8,9,140,109,Monday,10,0.642
7655,9,11,50,49,Monday,10,0.510
7656,9,13,110,83,Monday,10,0.663
7657,10,11,90,88,Monday,10,0.511
7658,10,13,80,76,Monday,10,0.526
7659,11,12,140,107,Monday,10,0.654
7660,0,1,140,131,Monday,12,0.534
7661,0,2,110,99,Monday,12,0.556
7662,0,3,120,94,Monday,12,0.638
7663,1,2,50,45,Monday,12,0.556
7664,1,7,60,42,Monday,12,0.714
7665,2,5,70,56,Monday,12,0.625
7666,3,4,100,99,Monday,12,0.505
7667,3,10,110,77,Monday,12,0.714
7668,4,5,100,81,Monday,12,0.617
7669,4,6,110,97,Monday,12,0.567
7670,5,8,120,85,Monday,12,0.706
7671,5,12,90,83,Monday,12,0.542
7672,6,7,110,87,Monday,12,0.632
7673,7,9,90,80,Monday,12,0.562
7674,8,9,120,86,Monday,12,0.698
7675,9,11,70,67,Monday,12,0.522
7676,9,13,80,72,Monday,12,0.556
7677,10,11,80,73,Monday,12,0.548
7678,10,13,140,124,Monday,12,0.565
7679,11,12,100,87,Monday,12,0.575
7680,0,1,50,44,Monday,14,0.568
7681,0,2,100,77,Monday,14,0.649
7682,0,3,100,85,Monday,14,0.588
7683,1,2,60,48,Monday,14,0.625
7684,1,7,50,38,Monday,14,0.658
7685,2,5,120,111,Monday,14,0.541
7686,3,4,100,81,Monday,14,0.617
7687,3,10,60,54,Monday,14,0.556
7688,4,5,70,65,Monday,14,0.538
7689,4,6,110,88,Monday,14,0.625
7690,5,8,120,90,Monday,14,0.667
7691,5,12,50,41,Monday,14,0.610
7692,6,7,140,113,Monday,14,0.619
7693,7,9,100,88,Monday,14,0.568
7694,8,9,140,139,Monday,14,0.504
7695,9,11,50,46,Monday,14,0.543
7696,9,13,100,72,Monday,14,0.694
7697,10,11,70,50,Monday,14,0.700
7698,10,13,120,103,Monday,14,0.583
7699,11,12,80,71,Monday,14,0.563
7700,0,1,60,56,Monday,16,0.536
7701,0,2,130,127,Monday,16,0.512
7702,0,3,140,137,Monday,16,0.511
7703,1,2,100,95,Monday,16,0.526
7704,1,7,90,76,Monday,16,0.592
7705,2,5,140,115,Monday,16,0.609
7706,3,4,130,91,Monday,16,0.714
7707,3,10,130,103,Monday,16,0.631
7708,4,5,140,116,Monday,16,0.603
7709,4,6,90,71,Monday,16,0.634
7710,5,8,60,50,Monday,16,0.600
7711,5,12,90,78,Monday,16,0.577
7712,6,7,80,57,Monday,16,0.702
7713,7,9,110,94,Monday,16,0.585
7714,8,9,60,48,Monday,16,0.625
7715,9,11,120,91,Monday,16,0.659
7716,9,13,90,65,Monday,16,0.692
7717,10,11,70,68,Monday,16,0.515
7718,10,13,50,49,Monday,16,0.510
7719,11,12,50,42,Monday,16,0.595
7720,0,1,90,89,Monday,18,0.506
7721,0,2,70,55,Monday,18,0.636
7722,0,3,90,80,Monday,18,0.562
7723,1,2,80,61,Monday,18,0.656
7724,1,7,140,131,Monday,18,0.534
7725,2,5,120,86,Monday,18,0.698
7726,3,4,80,73,Monday,18,0.548
7727,3,10,120,105,Monday,18,0.571
7728,4,5,70,64,Monday,18,0.547
7729,4,6,50,49,Monday,18,0.510
7730,5,8,140,107,Monday,18,0.654
7731,5,12,60,47,Monday,18,0.638
7732,6,7,100,86,Monday,18,0.581
7733,7,9,110,88,Monday,18,0.625
7734,8,9,120,106,Monday,18,0.566
7735,9,11,90,69,Monday,18,0.652
7736,9,13,70,68,Monday,18,0.515
7737,10,11,130,120,Monday,18,0.542
7738,10,13,60,43,Monday,18,0.698
7739,11,12,100,78,Monday,18,0.641
7740,0,1,70,45,Monday,20,0.778
7741,0,2,90,59,Monday,20,0.763
7742,0,3,130,68,Monday,20,0.956
7743,1,2,120,84,Monday,20,0.714
7744,1,7,110,74,Monday,20,0.743
7745,2,5,90,55,Monday,20,0.818
7746,3,4,120,70,Monday,20,0.857
7747,3,10,120,70,Monday,20,0.857
7748,4,5,50,25,Monday,20,1.000
7749,4,6,120,88,Monday,20,0.682
7750,5,8,90,59,Monday,20,0.763
7751,5,12,120,65,Monday,20,0.923
7752,6,7,100,70,Monday,20,0.714
7753,7,9,90,53,Monday,20,0.849
7754,8,9,60,43,Monday,20,0.698
7755,9,11,110,55,Monday,20,1.000
7756,9,13,140,82,Monday,20,0.854
7757,10,11,60,45,Monday,20,0.667
7758,10,13,60,43,Monday,20,0.698
7759,11,12,50,29,Monday,20,0.862
7760,0,1,110,67,Monday,22,0.821
7761,0,2,130,77,Monday,22,0.844
7762,0,3,90,60,Monday,22,0.750
7763,1,2,80,58,Monday,22,0.690
7764,1,7,110,78,Monday,22,0.705
7765,2,5,110,57,Monday,22,0.965
7766,3,4,140,101,Monday,22,0.693
7767,3,10,130,78,Monday,22,0.833
7768,4,5,100,75,Monday,22,0.667
7769,4,6,130,83,Monday,22,0.783
7770,5,8,130,68,Monday,22,0.956
7771,5,12,70,39,Monday,22,0.897
7772,6,7,110,81,Monday,22,0.679
7773,7,9,100,52,Monday,22,0.962
7774,8,9,120,80,Monday,22,0.750
7775,9,11,50,32,Monday,22,0.781
7776,9,13,100,51,Monday,22,0.980
7777,10,11,90,54,Monday,22,0.833
7778,10,13,100,78,Monday,22,0.641
7779,11,12,120,71,Monday,22,0.845
7780,0,1,80,51,Monday,24,0.784
7781,0,2,50,30,Monday,24,0.833
7782,0,3,140,104,Monday,24,0.673
7783,1,2,80,51,Monday,24,0.784
7784,1,7,80,43,Monday,24,0.930
7785,2,5,140,98,Monday,24,0.714
7786,3,4,90,59,Monday,24,0.763
7787,3,10,120,63,Monday,24,0.952
7788,4,5,110,70,Monday,24,0.786
7789,4,6,90,46,Monday,24,0.978
7790,5,8,90,68,Monday,24,0.662
7791,5,12,60,32,Monday,24,0.938
7792,6,7,60,34,Monday,24,0.882
7793,7,9,90,50,Monday,24,0.900
7794,8,9,80,63,Monday,24,0.635
7795,9,11,100,70,Monday,24,0.714
7796,9,13,90,71,Monday,24,0.634
7797,10,11,50,27,Monday,24,0.926
7798,10,13,110,83,Monday,24,0.663
7799,11,12,50,36,Monday,24,0.694
7800,0,1,70,46,Tuesday,0,0.761
7801,0,2,130,66,Tuesday,0,0.985
7802,0,3,70,41,Tuesday,0,0.854
7803,1,2,50,29,Tuesday,0,0.862
7804,1,7,90,51,Tuesday,0,0.882
7805,2,5,80,54,Tuesday,0,0.741
7806,3,4,60,42,Tuesday,0,0.714
7807,3,10,140,106,Tuesday,0,0.660
7808,4,5,70,46,Tuesday,0,0.761
7809,4,6,110,78,Tuesday,0,0.705
7810,5,8,110,72,Tuesday,0,0.764
7811,5,12,60,34,Tuesday,0,0.882
7812,6,7,60,38,Tuesday,0,0.789
7813,7,9,140,70,Tuesday,0,1.000
7814,8,9,80,58,Tuesday,0,0.690
7815,9,11,60,34,Tuesday,0,0.882
7816,9,13,140,79,Tuesday,0,0.886
7817,10,11,100,50,Tuesday,0,1.000
7818,10,13,80,60,Tuesday,0,0.667
7819,11,12,140,97,Tuesday,0,0.722
7820,0,1,120,61,Tuesday,2,0.984
7821,0,2,100,57,Tuesday,2,0.877
7822,0,3,110,59,Tuesday,2,0.932
7823,1,2,80,44,Tuesday,2,0.909
7824,1,7,100,66,Tuesday,2,0.758
7825,2,5,90,68,Tuesday,2,0.662
7826,3,4,50,32,Tuesday,2,0.781
7827,3,10,110,63,Tuesday,2,0.873
7828,4,5,140,98,Tuesday,2,0.714
7829,4,6,120,72,Tuesday,2,0.833
7830,5,8,120,91,Tuesday,2,0.659
7831,5,12,80,47,Tuesday,2,0.851
7832,6,7,130,87,Tuesday,2,0.747
7833,7,9,90,69,Tuesday,2,0.652
7834,8,9,140,107,Tuesday,2,0.654
7835,9,11,110,72,Tuesday,2,0.764
7836,9,13,70,35,Tuesday,2,1.000
7837,10,11,80,53,Tuesday,2,0.755
7838,10,13,60,42,Tuesday,2,0.714
7839,11,12,130,87,Tuesday,2,0.747
7840,0,1,50,35,Tuesday,4,0.714
7841,0,2,80,42,Tuesday,4,0.952
7842,0,3,50,38,Tuesday,4,0.658
7843,1,2,60,39,Tuesday,4,0.769
7844,1,7,110,77,Tuesday,4,0.714
7845,2,5,70,42,Tuesday,4,0.833
7846,3,4,50,27,Tuesday,4,0.926
7847,3,10,60,33,Tuesday,4,0.909
7848,4,5,140,87,Tuesday,4,0.805
7849,4,6,100,55,Tuesday,4,0.909
7850,5,8,70,43,Tuesday,4,0.814
7851,5,12,120,68,Tuesday,4,0.882
7852,6,7,110,76,Tuesday,4,0.724
7853,7,9,100,68,Tuesday,4,0.735
7854,8,9,130,82,Tuesday,4,0.793
7855,9,11,70,55,Tuesday,4,0.636
7856,9,13,110,81,Tuesday,4,0.679
7857,10,11,110,84,Tuesday,4,0.655
7858,10,13,60,45,Tuesday,4,0.667
7859,11,12,130,77,Tuesday,4,0.844
7860,0,1,140,72,Tuesday,6,0.972
7861,0,2,110,71,Tuesday,6,0.775
7862,0,3,90,55,Tuesday,6,0.818
7863,1,2,110,81,Tuesday,6,0.679
7864,1,7,90,49,Tuesday,6,0.918
7865,2,5,110,81,Tuesday,6,0.679
7866,3,4,50,32,Tuesday,6,0.781
7867,3,10,80,45,Tuesday,6,0.889
7868,4,5,130,93,Tuesday,6,0.699
7869,4,6,120,95,Tuesday,6,0.632
7870,5,8,130,80,Tuesday,6,0.812
7871,5,12,50,26,Tuesday,6,0.962
7872,6,7,50,31,Tuesday,6,0.806
7873,7,9,70,43,Tuesday,6,0.814
7874,8,9,140,109,Tuesday,6,0.642
7875,9,11,110,82,Tuesday,6,0.671
7876,9,13,140,76,Tuesday,6,0.921
7877,10,11,80,58,Tuesday,6,0.690
7878,10,13,80,54,Tuesday,6,0.741
7879,11,12,100,61,Tuesday,6,0.820
7880,0,1,140,107,Tuesday,8,0.654
7881,0,2,60,31,Tuesday,8,0.968
7882,0,3,70,50,Tuesday,8,0.700
7883,1,2,100,50,Tuesday,8,1.000
7884,1,7,70,37,Tuesday,8,0.946
7885,2,5,120,84,Tuesday,8,0.714
7886,3,4,120,62,Tuesday,8,0.968
7887,3,10,130,68,Tuesday,8,0.956
7888,4,5,130,75,Tuesday,8,0.867
7889,4,6,130,83,Tuesday,8,0.783
7890,5,8,70,50,Tuesday,8,0.700
7891,5,12,110,75,Tuesday,8,0.733
7892,6,7,70,42,Tuesday,8,0.833
7893,7,9,120,91,Tuesday,8,0.659
7894,8,9,130,72,Tuesday,8,0.903
7895,9,11,120,95,Tuesday,8,0.632
7896,9,13,120,75,Tuesday,8,0.800
7897,10,11,120,63,Tuesday,8,0.952
7898,10,13,80,63,Tuesday,8,0.635
7899,11,12,130,79,Tuesday,8,0.823
7900,0,1,80,62,Tuesday,10,0.645
7901,0,2,100,80,Tuesday,10,0.625
7902,0,3,120,101,Tuesday,10,0.594
7903,1,2,60,57,Tuesday,10,0.526
7904,1,7,70,55,Tuesday,10,0.636
7905,2,5,120,95,Tuesday,10,0.632
7906,3,4,140,100,Tuesday,10,0.700
7907,3,10,80,75,Tuesday,10,0.533
7908,4,5,100,98,Tuesday,10,0.510
7909,4,6,90,73,Tuesday,10,0.616
7910,5,8,60,55,Tuesday,10,0.545
7911,5,12,100,83,Tuesday,10,0.602
7912,6,7,90,75,Tuesday,10,0.600
7913,7,9,130,113,Tuesday,10,0.575
7914,8,9,50,49,Tuesday,10,0.510
7915,9,11,100,90,Tuesday,10,0.556
7916,9,13,140,128,Tuesday,10,0.547
7917,10,11,140,122,Tuesday,10,0.574
7918,10,13,90,76,Tuesday,10,0.592
7919,11,12,100,88,Tuesday,10,0.568
7920,0,1,60,57,Tuesday,12,0.526
7921,0,2,60,47,Tuesday,12,0.638
7922,0,3,130,122,Tuesday,12,0.533
7923,1,2,70,64,Tuesday,12,0.547
7924,1,7,60,53,Tuesday,12,0.566
7925,2,5,140,101,Tuesday,12,0.693
7926,3,4,80,57,Tuesday,12,0.702
7927,3,10,110,88,Tuesday,12,0.625
7928,4,5,110,89,Tuesday,12,0.618
7929,4,6,130,125,Tuesday,12,0.520
7930,5,8,90,87,Tuesday,12,0.517
7931,5,12,80,66,Tuesday,12,0.606
7932,6,7,90,73,Tuesday,12,0.616
7933,7,9,50,44,Tuesday,12,0.568
7934,8,9,50,38,Tuesday,12,0.658
7935,9,11,60,55,Tuesday,12,0.545
7936,9,13,50,47,Tuesday,12,0.532
7937,10,11,120,109,Tuesday,12,0.550
7938,10,13,90,67,Tuesday,12,0.672
7939,11,12,70,56,Tuesday,12,0.625
7940,0,1,50,38,Tuesday,14,0.658
7941,0,2,70,61,Tuesday,14,0.574
7942,0,3,100,88,Tuesday,14,0.568
7943,1,2,70,50,Tuesday,14,0.700
7944,1,7,80,73,Tuesday,14,0.548
7945,2,5,60,48,Tuesday,14,0.625
7946,3,4,60,48,Tuesday,14,0.625
7947,3,10,130,125,Tuesday,14,0.520
7948,4,5,140,103,Tuesday,14,0.680
7949,4,6,140,133,Tuesday,14,0.526
7950,5,8,70,57,Tuesday,14,0.614
7951,5,12,130,125,Tuesday,14,0.520
7952,6,7,60,47,Tuesday,14,0.638
7953,7,9,70,51,Tuesday,14,0.686
7954,8,9,110,93,Tuesday,14,0.591
7955,9,11,90,67,Tuesday,14,0.672
7956,9,13,60,59,Tuesday,14,0.508
7957,10,11,50,43,Tuesday,14,0.581
7958,10,13,70,68,Tuesday,14,0.515
7959,11,12,50,39,Tuesday,14,0.641
7960,0,1,70,68,Tuesday,16,0.515
7961,0,2,120,99,Tuesday,16,0.606
7962,0,3,100,86,Tuesday,16,0.581
7963,1,2,50,36,Tuesday,16,0.694
7964,1,7,50,35,Tuesday,16,0.714
7965,2,5,90,64,Tuesday,16,0.703
7966,3,4,70,52,Tuesday,16,0.673
7967,3,10,90,88,Tuesday,16,0.511
7968,4,5,60,44,Tuesday,16,0.682
7969,4,6,100,83,Tuesday,16,0.602
7970,5,8,140,116,Tuesday,16,0.603
7971,5,12,140,112,Tuesday,16,0.625
7972,6,7,110,102,Tuesday,16,0.539
7973,7,9,130,118,Tuesday,16,0.551
7974,8,9,90,79,Tuesday,16,0.570
7975,9,11,90,70,Tuesday,16,0.643
7976,9,13,70,64,Tuesday,16,0.547
7977,10,11,50,37,Tuesday,16,0.676
7978,10,13,140,131,Tuesday,16,0.534
7979,11,12,100,98,Tuesday,16,0.510
7980,0,1,60,44,Tuesday,18,0.682
7981,0,2,140,116,Tuesday,18,0.603
7982,0,3,90,72,Tuesday,18,0.625
7983,1,2,140,129,Tuesday,18,0.543
7984,1,7,60,56,Tuesday,18,0.536
7985,2,5,80,69,Tuesday,18,0.580
7986,3,4,100,95,Tuesday,18,0.526
7987,3,10,70,57,Tuesday,18,0.614
7988,4,5,90,74,Tuesday,18,0.608
7989,4,6,110,81,Tuesday,18,0.679
7990,5,8,120,92,Tuesday,18,0.652
7991,5,12,140,110,Tuesday,18,0.636
7992,6,7,90,89,Tuesday,18,0.506
7993,7,9,50,38,Tuesday,18,0.658
7994,8,9,50,47,Tuesday,18,0.532
7995,9,11,60,58,Tuesday,18,0.517
7996,9,13,70,56,Tuesday,18,0.625
7997,10,11,100,70,Tuesday,18,0.714
7998,10,13,90,72,Tuesday,18,0.625
7999,11,12,110,87,Tuesday,18,0.632
8000,0,1,120,78,Tuesday,20,0.769
8001,0,2,50,29,Tuesday,20,0.862
8002,0,3,50,26,Tuesday,20,0.962
8003,1,2,90,60,Tuesday,20,0.750
8004,1,7,100,69,Tuesday,20,0.725
8005,2,5,130,86,Tuesday,20,0.756
8006,3,4,140,89,Tuesday,20,0.787
8007,3,10,50,29,Tuesday,20,0.862
8008,4,5,90,56,Tuesday,20,0.804
8009,4,6,120,84,Tuesday,20,0.714
8010,5,8,60,44,Tuesday,20,0.682
8011,5,12,120,92,Tuesday,20,0.652
8012,6,7,100,57,Tuesday,20,0.877
8013,7,9,80,51,Tuesday,20,0.784
8014,8,9,100,64,Tuesday,20,0.781
8015,9,11,70,41,Tuesday,20,0.854
8016,9,13,90,52,Tuesday,20,0.865
8017,10,11,140,76,Tuesday,20,0.921
8018,10,13,130,92,Tuesday,20,0.707
8019,11,12,110,84,Tuesday,20,0.655
8020,0,1,60,33,Tuesday,22,0.909
8021,0,2,50,37,Tuesday,22,0.676
8022,0,3,60,43,Tuesday,22,0.698
8023,1,2,110,72,Tuesday,22,0.764
8024,1,7,70,54,Tuesday,22,0.648
8025,2,5,110,70,Tuesday,22,0.786
8026,3,4,80,53,Tuesday,22,0.755
8027,3,10,50,25,Tuesday,22,1.000
8028,4,5,140,108,Tuesday,22,0.648
8029,4,6,70,55,Tuesday,22,0.636
8030,5,8,120,93,Tuesday,22,0.645
8031,5,12,90,60,Tuesday,22,0.750
8032,6,7,140,87,Tuesday,22,0.805
8033,7,9,60,32,Tuesday,22,0.938
8034,8,9,80,54,Tuesday,22,0.741
8035,9,11,100,68,Tuesday,22,0.735
8036,9,13,130,87,Tuesday,22,0.747
8037,10,11,100,55,Tuesday,22,0.909
8038,10,13,60,46,Tuesday,22,0.652
8039,11,12,110,58,Tuesday,22,0.948
8040,0,1,50,39,Tuesday,24,0.641
8041,0,2,90,52,Tuesday,24,0.865
8042,0,3,80,51,Tuesday,24,0.784
8043,1,2,110,69,Tuesday,24,0.797
8044,1,7,70,47,Tuesday,24,0.745
8045,2,5,80,56,Tuesday,24,0.714
8046,3,4,100,70,Tuesday,24,0.714
8047,3,10,130,97,Tuesday,24,0.670
8048,4,5,60,47,Tuesday,24,0.638
8049,4,6,50,36,Tuesday,24,0.694
8050,5,8,130,94,Tuesday,24,0.691
8051,5,12,110,71,Tuesday,24,0.775
8052,6,7,60,46,Tuesday,24,0.652
8053,7,9,80,40,Tuesday,24,1.000
8054,8,9,130,90,Tuesday,24,0.722
8055,9,11,80,61,Tuesday,24,0.656
8056,9,13,120,84,Tuesday,24,0.714
8057,10,11,120,67,Tuesday,24,0.896
8058,10,13,130,78,Tuesday,24,0.833
8059,11,12,70,39,Tuesday,24,0.897
8060,0,1,100,50,Wednesday,0,1.000
8061,0,2,130,82,Wednesday,0,0.793
8062,0,3,120,70,Wednesday,0,0.857
8063,1,2,110,65,Wednesday,0,0.846
8064,1,7,60,33,Wednesday,0,0.909
8065,2,5,50,35,Wednesday,0,0.714
8066,3,4,100,59,Wednesday,0,0.847
8067,3,10,110,83,Wednesday,0,0.663
8068,4,5,110,65,Wednesday,0,0.846
8069,4,6,70,53,Wednesday,0,0.660
8070,5,8,100,72,Wednesday,0,0.694
8071,5,12,50,38,Wednesday,0,0.658
8072,6,7,80,50,Wednesday,0,0.800
8073,7,9,50,32,Wednesday,0,0.781
8074,8,9,120,67,Wednesday,0,0.896
8075,9,11,140,106,Wednesday,0,0.660
8076,9,13,100,51,Wednesday,0,0.980
8077,10,11,100,68,Wednesday,0,0.735
8078,10,13,90,58,Wednesday,0,0.776
8079,11,12,100,55,Wednesday,0,0.909
8080,0,1,110,83,Wednesday,2,0.663
8081,0,2,110,84,Wednesday,2,0.655
8082,0,3,50,36,Wednesday,2,0.694
8083,1,2,100,64,Wednesday,2,0.781
8084,1,7,90,64,Wednesday,2,0.703
8085,2,5,60,44,Wednesday,2,0.682
8086,3,4,140,102,Wednesday,2,0.686
8087,3,10,140,107,Wednesday,2,0.654
8088,4,5,70,42,Wednesday,2,0.833
8089,4,6,50,37,Wednesday,2,0.676
8090,5,8,80,46,Wednesday,2,0.870
8091,5,12,90,48,Wednesday,2,0.938
8092,6,7,140,77,Wednesday,2,0.909
8093,7,9,120,72,Wednesday,2,0.833
8094,8,9,100,57,Wednesday,2,0.877
8095,9,11,110,59,Wednesday,2,0.932
8096,9,13,90,47,Wednesday,2,0.957
8097,10,11,50,27,Wednesday,2,0.926
8098,10,13,90,64,Wednesday,2,0.703
8099,11,12,80,58,Wednesday,2,0.690
8100,0,1,120,85,Wednesday,4,0.706
8101,0,2,70,43,Wednesday,4,0.814
8102,0,3,70,42,Wednesday,4,0.833
8103,1,2,80,42,Wednesday,4,0.952
8104,1,7,140,87,Wednesday,4,0.805
8105,2,5,80,41,Wednesday,4,0.976
8106,3,4,70,37,Wednesday,4,0.946
8107,3,10,120,92,Wednesday,4,0.652
8108,4,5,100,53,Wednesday,4,0.943
8109,4,6,90,58,Wednesday,4,0.776
8110,5,8,120,92,Wednesday,4,0.652
8111,5,12,80,59,Wednesday,4,0.678
8112,6,7,130,102,Wednesday,4,0.637
8113,7,9,120,76,Wednesday,4,0.789
8114,8,9,90,47,Wednesday,4,0.957
8115,9,11,70,51,Wednesday,4,0.686
8116,9,13,70,44,Wednesday,4,0.795
8117,10,11,110,77,Wednesday,4,0.714
8118,10,13,100,67,Wednesday,4,0.746
8119,11,12,90,66,Wednesday,4,0.682
8120,0,1,60,30,Wednesday,6,1.000
8121,0,2,110,80,Wednesday,6,0.688
8122,0,3,110,57,Wednesday,6,0.965
8123,1,2,100,69,Wednesday,6,0.725
8124,1,7,110,74,Wednesday,6,0.743
8125,2,5,60,38,Wednesday,6,0.789
8126,3,4,120,65,Wednesday,6,0.923
8127,3,10,80,47,Wednesday,6,0.851
8128,4,5,70,35,Wednesday,6,1.000
8129,4,6,70,43,Wednesday,6,0.814
8130,5,8,80,52,Wednesday,6,0.769
8131,5,12,100,78,Wednesday,6,0.641
8132,6,7,130,97,Wednesday,6,0.670
8133,7,9,90,46,Wednesday,6,0.978
8134,8,9,140,94,Wednesday,6,0.745
8135,9,11,80,55,Wednesday,6,0.727
8136,9,13,50,30,Wednesday,6,0.833
8137,10,11,110,69,Wednesday,6,0.797
8138,10,13,100,76,Wednesday,6,0.658
8139,11,12,110,76,Wednesday,6,0.724
8140,0,1,70,46,Wednesday,8,0.761
8141,0,2,140,79,Wednesday,8,0.886
8142,0,3,90,51,Wednesday,8,0.882
8143,1,2,120,77,Wednesday,8,0.779
8144,1,7,70,52,Wednesday,8,0.673
8145,2,5,60,39,Wednesday,8,0.769
8146,3,4,80,62,Wednesday,8,0.645
8147,3,10,110,60,Wednesday,8,0.917
8148,4,5,50,35,Wednesday,8,0.714
8149,4,6,70,41,Wednesday,8,0.854
8150,5,8,50,30,Wednesday,8,0.833
8151,5,12,50,36,Wednesday,8,0.694
8152,6,7,60,44,Wednesday,8,0.682
8153,7,9,130,73,Wednesday,8,0.890
8154,8,9,70,50,Wednesday,8,0.700
8155,9,11,130,71,Wednesday,8,0.915
8156,9,13,140,93,Wednesday,8,0.753
8157,10,11,80,42,Wednesday,8,0.952
8158,10,13,50,36,Wednesday,8,0.694
8159,11,12,100,74,Wednesday,8,0.676
8160,0,1,70,52,Wednesday,10,0.673
8161,0,2,60,58,Wednesday,10,0.517
8162,0,3,140,115,Wednesday,10,0.609
8163,1,2,140,132,Wednesday,10,0.530
8164,1,7,70,54,Wednesday,10,0.648
8165,2,5,100,94,Wednesday,10,0.532
8166,3,4,90,70,Wednesday,10,0.643
8167,3,10,80,69,Wednesday,10,0.580
8168,4,5,60,59,Wednesday,10,0.508
8169,4,6,90,74,Wednesday,10,0.608
8170,5,8,60,43,Wednesday,10,0.698
8171,5,12,50,36,Wednesday,10,0.694
8172,6,7,140,130,Wednesday,10,0.538
8173,7,9,80,60,Wednesday,10,0.667
8174,8,9,70,60,Wednesday,10,0.583
8175,9,11,60,42,Wednesday,10,0.714
8176,9,13,90,84,Wednesday,10,0.536
8177,10,11,140,111,Wednesday,10,0.631
8178,10,13,50,43,Wednesday,10,0.581
8179,11,12,80,57,Wednesday,10,0.702
8180,0,1,80,60,Wednesday,12,0.667
8181,0,2,110,102,Wednesday,12,0.539
8182,0,3,110,95,Wednesday,12,0.579
8183,1,2,130,96,Wednesday,12,0.677
8184,1,7,50,38,Wednesday,12,0.658
8185,2,5,110,89,Wednesday,12,0.618
8186,3,4,110,95,Wednesday,12,0.579
8187,3,10,130,110,Wednesday,12,0.591
8188,4,5,120,85,Wednesday,12,0.706
8189,4,6,120,115,Wednesday,12,0.522
8190,5,8,70,64,Wednesday,12,0.547
8191,5,12,70,66,Wednesday,12,0.530
8192,6,7,50,43,Wednesday,12,0.581
8193,7,9,130,93,Wednesday,12,0.699
8194,8,9,120,115,Wednesday,12,0.522
8195,9,11,100,96,Wednesday,12,0.521
8196,9,13,140,136,Wednesday,12,0.515
8197,10,11,80,75,Wednesday,12,0.533
8198,10,13,130,128,Wednesday,12,0.508
8199,11,12,100,86,Wednesday,12,0.581
8200,0,1,80,67,Wednesday,14,0.597
8201,0,2,140,106,Wednesday,14,0.660
8202,0,3,110,77,Wednesday,14,0.714
8203,1,2,100,97,Wednesday,14,0.515
8204,1,7,140,120,Wednesday,14,0.583
8205,2,5,50,46,Wednesday,14,0.543
